ID	WT_r1	WT_r2	WT_r3	KO_r1	KO_r2	KO_r3	KO_rescue_r1	KO_rescue_r2	KO_rescue_r3
ENSMUSG00000036099	285.9	318.42	244.55	269.51	244.9	309.53	228.75	171.93	178
ENSMUSG00000036103	10.12	24.55	11.21	166.93	139.45	124.1	4.54	5.59	9.35
ENSMUSG00000036104	1970.61	1953.8	1939.63	1745.43	1966.42	1957.03	2067.93	1800.35	1916.06
ENSMUSG00000036106	25.49	15.69	16.6	53.91	88.38	72.89	14.62	13.11	9.91
ENSMUSG00000036109	206.61	203.52	261.82	134.63	130.19	133.52	310.04	274.12	279.96
ENSMUSG00000036111	7.97	20.15	1.83	3.37	5.16	4.01	0.53	-0.04	1.83
ENSMUSG00000036112	2442.6	2647.6	2722.3	2950.35	2548.04	2803.64	2645.15	2861.72	2879.03
ENSMUSG00000036114	582.75	620.37	670.6	560.81	615.43	614.84	545.86	654.39	563.09
ENSMUSG00000036117	139.01	153.44	140.66	2118.74	2323.57	2522.37	546.87	364.74	705.17
ENSMUSG00000036120	694.29	753.56	759.11	633.05	675.55	631.6	642.06	650.95	639.95
ENSMUSG00000036131	1.78	3.17	0.98	0.32	0.06	0.06	0.32	0.06	3.47
ENSMUSG00000036136	2.89	-0.02	1.38	1.89	10.85	1.38	0.17	-0.02	2.81
ENSMUSG00000036138	1843.32	1753.11	1617.83	1935.37	2054.43	2033.64	1631.13	1836.33	1735.95
ENSMUSG00000036139	1.28	0.49	1.72	-0.09	0.49	0.04	2.83	0.49	4.18
ENSMUSG00000036144	3.55	5.77	4.29	16.98	13.11	17.54	0.45	0.65	0.46
ENSMUSG00000036151	2.06	2.39	10.3	30.77	34.53	5.51	4.94	1.99	6.2
ENSMUSG00000036155	265.09	247.9	237.41	381.81	389.57	337.22	435.14	310.96	378.55
ENSMUSG00000036158	162.84	151.15	157.16	268.3	283.82	250.28	83.41	58.27	55.3
ENSMUSG00000036160	1080.58	1059.71	1042.06	948.65	959.37	979.03	969.56	959.46	1027.76
ENSMUSG00000036167	961.9	879.75	1031.6	891.8	1281.16	1160.66	1280.39	1059.38	1044.17
ENSMUSG00000036168	16.3	15.47	17.68	4.65	5.48	3.41	15.45	7.96	18.77
ENSMUSG00000036169	3795.55	4299.52	3221.92	196.12	361.83	638.65	602.81	673.73	741.27
ENSMUSG00000036172	36.47	31.27	37.12	236.85	288.47	199.83	71.89	67.91	94.94
ENSMUSG00000036180	5418.88	6129.31	5796.96	6541.45	6171.72	6462.87	6218.69	6191.16	6872
ENSMUSG00000036181	810.91	642.38	614.42	2846.76	2335.54	2822.7	1082.7	1471	1392.89
ENSMUSG00000036185	1.55	1.98	1.27	1.27	0.28	0.28	-0.22	0.28	0.28
ENSMUSG00000036186	160.49	189.76	211.54	216.22	224.41	215.32	162.49	199.77	202.88
ENSMUSG00000036188	1301.09	1333.36	1372.43	1209.02	1303.76	1061.05	1477.98	1534.47	1702.97
ENSMUSG00000036192	5.55	3.06	0.67	0.54	1.96	1.57	2.55	3.34	5.43
ENSMUSG00000036196	2.54	4.5	0.68	4.87	7.02	0.68	0.44	1.04	3.06
ENSMUSG00000036197	428.3	331.86	337.95	375.93	261.36	398.8	384.39	366.9	272.31
ENSMUSG00000036198	10.3	3.39	10.18	-0.19	1.89	0.44	-0.19	0.7	0.44
ENSMUSG00000036199	4072.76	5083.2	4931.45	4609.2	6020.42	5389.23	4939.91	5288.69	5598.5
ENSMUSG00000036202	1683.98	1362.25	1458.78	1288.17	1283.13	1319.37	2345.75	1700.2	1547.2
ENSMUSG00000036206	133.65	105.36	125.35	442.76	403.69	455.5	138.14	184.36	168.02
ENSMUSG00000036208	141.43	109.16	115.52	142.76	143.18	133.9	152.23	132.27	135.17
ENSMUSG00000036214	101.72	90.47	116.83	147.72	146.1	155.85	120.25	124.66	89.87
ENSMUSG00000036216	1.29	3.4	0.27	3.36	1.22	3.78	0.67	0.14	1.43
ENSMUSG00000036223	40.61	36.96	29.42	12.44	21.68	33.52	95.84	67.52	61.58
ENSMUSG00000036225	19.44	40.51	26.44	45.16	25.09	11.98	18.87	11.29	16.89
ENSMUSG00000036231	33	22.86	45.58	15.52	20.56	19.6	15.47	17.79	14.5
ENSMUSG00000036241	4090.33	4520.25	4314.77	4175.36	4272.13	4019.83	3658.44	4353.51	4194.59
ENSMUSG00000036242	-0.64	2.14	2.2	30.17	14.37	16.64	-0.64	2.53	1.1
ENSMUSG00000036246	3523.72	3452.38	3486.43	3879.25	3247.03	3236.37	3500.78	3521.09	3813.54
ENSMUSG00000036249	1946.42	1925.17	2028.71	1748.99	2069.9	1844.75	2137.16	2435.67	2364.65
ENSMUSG00000036256	981.87	1006.91	1036.02	4296.01	4388.68	4305.37	764.63	854.79	863.67
ENSMUSG00000036257	1034.24	949.91	994.2	894.95	1101.06	1119.93	961.84	803.79	782.5
ENSMUSG00000036264	1.34	0.76	8.12	-0.12	1.98	0.07	1.43	0.76	0.07
ENSMUSG00000036270	2268.46	2201.83	2098.56	1939.95	1938.22	1912.19	2081.12	1828.41	1982.95
ENSMUSG00000036273	49.21	15.1	24.19	47.71	60.32	88.28	14.32	7.48	5.23
ENSMUSG00000036275	4023.31	4791.7	5073.47	4906.77	5645.75	5321.06	4793.65	5298.08	5682.1
ENSMUSG00000036278	375.15	374.5	439.1	593.35	658.68	639.06	378.55	505.17	496.43
ENSMUSG00000036281	509.97	356.09	228.93	333.26	245.12	341.58	419.3	353.67	302.02
ENSMUSG00000036282	1579.74	1811.28	1721.34	1583.9	1660.82	1594.46	1486.58	1516.83	1670.85
ENSMUSG00000036285	1075.91	1118.56	1249.88	1112.98	1141.97	1244.81	1263.83	1310.72	1261.05
ENSMUSG00000036291	1304.98	1246.65	1324.09	1278.06	1223.43	1069.01	1263.02	1318.91	1446.69
ENSMUSG00000036292	170.83	111.74	120.02	105.02	100.41	94.68	149.51	113.83	131.49
ENSMUSG00000036295	421.36	349.11	437.8	532.69	455.48	519.82	786.71	749.84	844.86
ENSMUSG00000036298	14.45	13.58	25.81	11.9	8.77	3.44	4.53	4.4	2.67
ENSMUSG00000036299	2804.64	3311.74	3575.75	3008.75	3664.8	3429.12	3327.04	3769.62	3779.68
ENSMUSG00000036304	42.19	36.65	34.31	56.52	33.55	45.71	40.56	50.15	47.75
ENSMUSG00000036305	18.65	20.42	22.04	12.34	21.35	13.18	21.11	21.91	23.54
ENSMUSG00000036306	2.44	0.52	0.11	1.18	4.06	0.89	4.13	1.81	8.29
ENSMUSG00000036309	8179.63	8476.29	9364.72	8833.84	9544.25	8296.94	9789.91	12668.67	12115.83
ENSMUSG00000036315	1180.36	1254.18	1277.63	1337.04	1476.89	1436.94	1313.99	1520.03	1386.64
ENSMUSG00000036323	2285.47	1926.42	2170.1	1828.77	2050.82	1919.04	2928.41	2359.06	2213.29
ENSMUSG00000036327	400.64	368.09	449.23	495.86	529.19	447.26	396.01	418.48	439.98
ENSMUSG00000036330	6.44	10.72	15.18	20.33	22.09	3.36	5.51	1.36	6.32
ENSMUSG00000036333	764.71	594.12	553.37	748.34	754.49	858.67	863.14	522.66	473.94
ENSMUSG00000036334	4.49	2.03	1.79	8.36	5.97	16.32	0.21	1.12	0.15
ENSMUSG00000036339	759.62	702.62	803.29	952.17	983.4	1003.73	807.04	707.68	754.79
ENSMUSG00000036352	1339.61	1360.42	1407.58	1357.3	1422.2	1210.96	1431.01	1434.29	1449.77
ENSMUSG00000036353	12.97	11.29	24.2	37.37	113.06	59.26	19.53	11.22	7.47
ENSMUSG00000036356	277.28	251.9	266.73	360.97	340.38	401.72	203.17	178.88	175.98
ENSMUSG00000036362	10.92	14.42	13.99	66.84	101.33	134.86	25.04	20.31	4.84
ENSMUSG00000036368	174.5	118.97	204.36	279.08	277.27	308.52	213.82	224.6	159.59
ENSMUSG00000036371	8537.24	9485.07	10239.22	8881.04	9132.47	9210.51	10348.55	11729.86	11248.1
ENSMUSG00000036372	1966.88	2177.3	2069	1945.65	2232.06	2024.22	2148.17	2421.19	2522.02
ENSMUSG00000036376	1264.32	1394.55	1528.49	1326.01	1242.9	1322.89	1331.74	1410.76	1332.34
ENSMUSG00000036377	15.06	10.83	8.13	20.86	21.97	18.09	9.84	11.27	14.57
ENSMUSG00000036381	103.88	64.71	115.39	692.01	879.59	795.74	286.3	242.68	312.58
ENSMUSG00000036390	532.93	456.01	411.6	373.45	296.16	277.61	292.12	332.81	305.55
ENSMUSG00000036391	540.24	417.41	491.01	363.07	298.12	380.93	521.13	487.74	392.33
ENSMUSG00000036395	9.76	13.28	8.19	69.93	50.68	52.18	-0.54	2.26	2.93
ENSMUSG00000036398	2730.76	3423.91	3483.84	4378.08	4878.75	4888.04	3848.3	4442.92	4444.56
ENSMUSG00000036402	149.5	150.96	194.9	313.96	333.53	345.28	187.54	178.09	138.85
ENSMUSG00000036403	417.17	202.19	244.2	225.68	264.1	185.6	391.14	245.85	226.04
ENSMUSG00000036411	12.89	15.19	9.66	20.73	10.34	24.93	10.33	8.57	13.97
ENSMUSG00000036412	0.76	0.69	-0.06	5.43	5.45	12.16	0.76	0.69	1.96
ENSMUSG00000036427	3999.78	4443.87	4510.03	4235.94	4530.27	4655.02	4750.81	5168.46	5275.74
ENSMUSG00000036430	1034.03	1293.57	1337.32	1207.36	1160.8	1280.38	1028.07	1064.21	1085.51
ENSMUSG00000036432	1859.73	1747.48	1959.02	2467.99	2006.42	2130.21	1862.6	2415.05	2456.51
ENSMUSG00000036435	729	623.16	628.3	704.08	640.37	616.71	689.42	635.7	636.32
ENSMUSG00000036437	0.13	1.49	0.89	19.58	12.14	11.21	-0.41	0.62	0.89
ENSMUSG00000036438	10871.64	12083.78	14907.33	11899.36	13780.48	13011.85	12564.88	14092.83	12689.42
ENSMUSG00000036442	1487.19	1650.16	1796.66	1773.94	1982.44	2040.5	1264.2	1542.88	1534.91
ENSMUSG00000036446	0.16	2.37	0	13.29	20.06	22.01	20.18	2.37	17.42
ENSMUSG00000036450	712.31	756.98	719	491.13	633.33	599.93	684.93	530.59	526.65
ENSMUSG00000036452	1338.65	1255.69	1237.97	1095.41	978.39	1021.29	1890.82	1583.39	1516.62
ENSMUSG00000036459	16.4	12.2	28.51	68.49	84.73	87.74	6.15	3.58	0.78
ENSMUSG00000036461	7473.08	6672.18	7083.86	6174.73	5732.57	5942.49	8558.7	8084.16	7816
ENSMUSG00000036463	3.16	1.28	1.78	2.1	4.58	3.4	1.03	0.51	4.51
ENSMUSG00000036466	4.31	5.07	5.39	2.89	6.9	4.1	11.21	11	2.39
ENSMUSG00000036469	15.05	14.08	4.29	122.99	181.77	177.37	12.25	4.05	4.29
ENSMUSG00000036473	19.46	17.75	10.33	26.27	26.51	28.62	5.01	9.53	5.06
ENSMUSG00000036478	30341.53	30108.41	34566.98	34905.01	28270.96	33593	37811.69	46378.34	47224.55
ENSMUSG00000036492	39.45	26.2	14.89	28.56	21.94	38.34	11.7	15.18	12.22
ENSMUSG00000036499	2063.99	1151.59	1143.93	468.94	630.16	752.1	1129.36	944.37	791.24
ENSMUSG00000036501	1186.22	867.3	797.28	715.74	727.79	628.44	914.39	725.19	748.5
ENSMUSG00000036502	2.87	1.66	2.63	1.93	3.92	11.34	11.31	14.07	3.12
ENSMUSG00000036503	2373.97	2299.47	2734.05	2777.07	2903.67	2606.52	2239.68	2589.65	2430.93
ENSMUSG00000036504	132.59	144.86	145.89	151.54	148.1	135.76	143.46	180.51	177.13
ENSMUSG00000036513	1572.78	1785.86	1884.9	1681.55	2105.07	1675.43	1744.75	2099.84	2147
ENSMUSG00000036526	2100.23	1782.66	1487.15	1511.87	1191.46	1701.73	2011.77	2011.3	1893.17
ENSMUSG00000036528	35.53	44.38	34.91	112.65	97.52	92.05	87.17	82.96	73.33
ENSMUSG00000036529	2161.21	1610.29	1265.74	1625.82	1157.25	1236.19	1130.38	1323.94	1373.97
ENSMUSG00000036533	4418.86	4655.21	5644.52	7863.57	7576.51	8386.85	5191.16	5863.38	5855.83
ENSMUSG00000036534	547.56	540.42	553.56	613.94	932.8	938.4	588.99	528.8	580.05
ENSMUSG00000036537	209.76	175.94	208.93	182.5	155.91	155.23	144.62	184.42	133.67
ENSMUSG00000036545	17.32	29.81	24.58	114.92	109.41	63.51	0.75	2.22	7.76
ENSMUSG00000036550	1150.22	833.53	725.66	685.06	655.7	946.26	1211.87	824.15	688.47
ENSMUSG00000036551	1.94	2.37	2.34	16.11	9.84	6.55	-0.71	0.64	1.2
ENSMUSG00000036552	287.04	237.01	242.18	257.14	226.16	197.02	227.92	239.09	220.49
ENSMUSG00000036553	61.75	46.55	53.41	252.95	384.5	385.39	47.95	25.97	24.2
ENSMUSG00000036555	719.67	643.21	517.66	741.03	586.56	586.58	467.44	451.24	512.5
ENSMUSG00000036560	1.87	3.64	0.77	6.49	0.18	0.77	0.87	2.68	2.14
ENSMUSG00000036561	255.97	244.64	193.56	259.75	194.77	223.83	265.66	252.79	248.37
ENSMUSG00000036564	103.69	144.29	172.29	178.58	158.14	153.72	59.52	79.89	69.49
ENSMUSG00000036565	325.84	388.89	302.37	355.39	345.66	280.85	182.02	227.92	296.47
ENSMUSG00000036568	613.94	562.39	455.93	525.35	477.13	658.32	707.64	522.62	499.53
ENSMUSG00000036570	10.82	11.6	22.23	66.67	65.05	59.59	4.06	5.17	4.39
ENSMUSG00000036572	452.31	441.5	416.77	403.31	393.79	383.43	579.64	479.96	458.8
ENSMUSG00000036578	0.53	4.39	2.29	7.94	1.96	13.82	3.61	6.01	1.65
ENSMUSG00000036580	874.45	1061.58	935.37	916.72	985.21	881.19	843.7	823.62	885.25
ENSMUSG00000036585	94.23	84.34	92.06	228.62	302.64	296.09	21.2	9.98	7.64
ENSMUSG00000036586	4.85	2.08	1.41	0.65	0.58	3.42	2.53	3.82	4.42
ENSMUSG00000036587	258.65	283.42	273.2	443.14	363.6	476.86	508.78	596.65	634.29
ENSMUSG00000036591	125.49	127.99	60.67	121.92	117.15	144.26	236.51	132.45	159.42
ENSMUSG00000036594	1117.16	531.58	532.53	3589.04	6248.91	5596.73	655.89	245.97	300.68
ENSMUSG00000036596	1.38	0.03	-0.09	1.38	7.64	10.36	1.38	0.03	-0.09
ENSMUSG00000036598	11.68	11.33	13.73	67.39	118.14	62.13	5.99	0.34	4.84
ENSMUSG00000036599	1723.22	1998.18	2319.72	2281.23	2207.13	2509.08	1875.91	2141.67	2108.68
ENSMUSG00000036606	56.63	43.09	43.27	172.48	224.49	206.81	16.41	30.46	22.47
ENSMUSG00000036611	82.13	87.77	90.16	203.07	208.57	187.6	96.6	80.89	103.82
ENSMUSG00000036613	1321.9	1472.63	1554.55	1434.49	1572.03	1533.22	1594.86	1540.93	1744.25
ENSMUSG00000036615	1263	1448.65	1406.15	1318.14	1246.56	1370.72	1361.66	1495.57	1427.01
ENSMUSG00000036617	9.51	2.44	6.24	22.44	34.13	10.37	-0.01	5.34	2.77
ENSMUSG00000036620	509.35	482.26	599.83	1300.24	1072.15	1302.35	528.02	549.62	633.69
ENSMUSG00000036622	1300.96	1167.99	1094.2	2057.57	1931.72	1942.52	1165.6	1070.99	1098.6
ENSMUSG00000036632	2154.98	2484.38	2662.49	2227.53	2631.11	2418.27	2564.81	2919.13	2745.16
ENSMUSG00000036634	10.02	3.08	13.27	31.44	64.98	67.96	7.78	5.21	0.32
ENSMUSG00000036636	1170.1	1240.3	1083.41	1460.86	1261.26	1353.15	1052.95	914.1	1056.31
ENSMUSG00000036639	285.82	345.57	325.64	307	297.07	338.24	390.08	475.25	436.43
ENSMUSG00000036641	23.45	13.73	21.57	2.03	5.35	9.33	20.08	18.18	2.87
ENSMUSG00000036644	2277.01	2219.14	2167.56	3847.92	3377.84	3706.64	2277.62	2213.01	2327.57
ENSMUSG00000036646	921.56	1047.3	836.14	1169.17	1154.27	975.12	808.44	882.99	979.11
ENSMUSG00000036655	1.94	1.47	-0.12	10.28	1.47	11.56	0.74	2.79	4.28
ENSMUSG00000036661	87.2	60.57	69.68	114.43	120.56	130.79	23.53	29.59	23.77
ENSMUSG00000036667	15.81	3.4	6.86	63.07	59.17	61.17	-0.45	3.4	5.56
ENSMUSG00000036672	324.71	355.77	333.74	484.34	262.44	287.05	286.96	357.43	443.65
ENSMUSG00000036676	46.41	33.75	46.21	76.8	112.16	61.65	38.57	24.02	30.36
ENSMUSG00000036678	1485.77	1535.84	1492.92	1463	1377.1	1615.42	1657.9	1677.27	1588.06
ENSMUSG00000036686	1526.54	1456.38	1282.44	1756.28	1320.1	1486.44	1245.36	1273.76	1425.12
ENSMUSG00000036687	6.18	5.26	8.87	24	47.91	21.2	7.26	0.56	3.47
ENSMUSG00000036693	1032.46	933.99	1016.27	1003.71	964.83	850.77	1260.86	1332.95	1269
ENSMUSG00000036698	930.46	917.63	933.41	797.09	689.55	858.15	1225.01	1034.37	953.6
ENSMUSG00000036699	53.82	53.93	45.66	5.97	8.45	13.65	15.08	22.37	18.68
ENSMUSG00000036707	7112.24	6931.57	8261.89	7459.49	6778.5	6713.3	8642.96	7928.43	8239.68
ENSMUSG00000036712	4602.59	4389.02	4435.8	3558	3408.79	3384.25	5177.48	4522.76	4775.17
ENSMUSG00000036718	1.18	0.83	4.23	2.17	4.19	2.11	3.98	2.29	1.47
ENSMUSG00000036721	134.26	117.87	113.09	78.89	63.42	53.88	93.39	113.19	109.73
ENSMUSG00000036733	8.37	4.19	5.98	5.55	2.71	3.51	8.95	5.35	5.92
ENSMUSG00000036737	688.4	639.19	746.32	563.73	591.21	630.82	855.51	668.63	677.78
ENSMUSG00000036743	1.86	1.14	0.11	4.92	5.81	7.62	1.2	0.31	1.21
ENSMUSG00000036745	8.13	5.86	2.45	27.5	37.66	33.26	1.24	0.58	1.45
ENSMUSG00000036748	721.46	766.77	731.56	964.49	1219.36	1277.9	621.75	684.64	743.62
ENSMUSG00000036751	5621.26	6670.66	6426.4	6271.87	8068.24	6990.42	6657.61	7764.08	8062.2
ENSMUSG00000036752	2015.01	2044.21	1890.44	1876.52	2332.27	2264.88	1689.58	1746.94	1746.38
ENSMUSG00000036764	254.85	284.17	309.42	300.02	366.27	349.65	196.21	231.77	194.55
ENSMUSG00000036768	454.71	422.04	405.95	28.5	111.75	79.9	215.43	103.97	108.91
ENSMUSG00000036769	1134.32	1031.97	1081.57	1234.04	1104.25	1209.3	1232.24	1097.23	1008.98
ENSMUSG00000036775	1427.33	1862.86	1824.38	1654.48	2066.05	1604.83	1394.09	1454.51	1630.55
ENSMUSG00000036777	30.8	14.19	28.68	48.74	53.31	41.81	78.57	41.97	51.07
ENSMUSG00000036779	810.87	700.85	774.54	842.69	619.86	639	847.71	826.96	812.92
ENSMUSG00000036781	957.82	1022.94	1062.72	1018.87	1469.83	1268.44	1057.42	1243.07	1224.24
ENSMUSG00000036782	8.46	11.63	16.4	77.36	70.45	29.78	-0.74	2.92	6.05
ENSMUSG00000036792	162.5	138.32	152.83	264.18	180.61	243.56	248.62	182.02	199.47
ENSMUSG00000036805	11.19	2.66	17.05	5.84	4.84	1.75	4.87	14.51	5.53
ENSMUSG00000036810	678.65	701.31	906.27	823.74	911.67	791.95	657.62	723.14	731.24
ENSMUSG00000036814	0.84	0.5	0.24	5.71	10.46	10.14	3.25	0.5	0.24
ENSMUSG00000036817	1159.71	1258.35	1236.43	1182.59	1105.99	1018.09	1540.15	1277.91	1406.58
ENSMUSG00000036819	312.03	411.47	345.32	335.47	327.06	381.13	348.99	270.12	263.61
ENSMUSG00000036820	679.82	719.2	664.04	832.7	753.55	836.26	680.35	678.81	706.18
ENSMUSG00000036822	1958.39	1431.5	1512.51	1463.26	1269.84	1335.05	1396.61	1366.91	1218.08
ENSMUSG00000036825	364.79	325.93	289.54	322.33	312.3	418.39	180.82	174.05	174.17
ENSMUSG00000036832	94.12	98.05	72.37	57.93	82.99	82.78	35.9	42.95	26.77
ENSMUSG00000036833	2259.14	2136.1	1656.46	2117.17	2454.34	2100.19	2095.72	1798.87	2175.43
ENSMUSG00000036835	315.78	398.45	403.57	326.18	387.39	395.31	357.92	392.72	412.98
ENSMUSG00000036840	690.45	787.46	776.05	773.52	655.79	656.14	626.19	796.26	778.35
ENSMUSG00000036845	1401.4	1603.98	1376.42	1383.01	1221.45	1400.07	1571.96	1745.86	1671.42
ENSMUSG00000036850	899.27	1054.34	1035.77	892.45	1081.5	939.12	941.34	953.64	922.8
ENSMUSG00000036853	102.54	124.5	103.44	100.63	190.56	229.68	32.54	23.79	15.37
ENSMUSG00000036854	102.34	92.77	121.98	136.19	157.38	122.6	89.48	95.2	81.9
ENSMUSG00000036856	9.13	11.68	24.01	37.75	64.87	35.87	7.18	1.28	2.47
ENSMUSG00000036860	761.72	891.34	922.84	966.7	1128.66	994.76	876.04	1014.34	1116.93
ENSMUSG00000036862	1.31	4.02	0.02	11.69	10.85	16.53	1.31	0.59	5.46
ENSMUSG00000036863	1.35	2.27	0.58	17.14	20.07	3.79	0.75	0.82	7.62
ENSMUSG00000036864	138.58	125.74	133.64	157.61	123.57	100.95	84.88	113.1	112.22
ENSMUSG00000036867	151.66	137.95	184.04	678.14	712.69	683.65	22.93	25.2	22.21
ENSMUSG00000036873	666.27	685.05	595.2	583.93	538.69	592.15	579.18	561.55	568.04
ENSMUSG00000036875	26.44	32.82	22.37	53.61	53.09	57.4	67.71	23.25	32.13
ENSMUSG00000036879	454.08	330.12	285.42	409.34	415.56	410.92	428.96	338.01	318.74
ENSMUSG00000036880	2544.15	2943.63	3009.76	3647.12	4775.2	4447.17	3573.01	3757.97	4118.17
ENSMUSG00000036882	45.42	19.28	28.85	76.45	45.53	57.16	44.15	43.73	22.36
ENSMUSG00000036885	33.65	22.63	28.44	59.31	87.39	62.39	2.85	4.35	3.19
ENSMUSG00000036887	64.51	33.9	24.52	197.34	317.7	352.44	69.15	141.82	118.79
ENSMUSG00000036890	126.92	121.43	124.44	134.25	153.95	94.32	105.93	116.69	146.69
ENSMUSG00000036893	1156.9	1125.28	1143.56	1217.14	1080.65	1181.23	1371.28	1119.87	1111.75
ENSMUSG00000036894	117.52	106.78	88.24	58.94	104.61	53.29	138.97	101.85	128.32
ENSMUSG00000036896	112.19	49.2	54.58	322.98	635.26	657.17	160.76	294.85	207.74
ENSMUSG00000036898	394.77	307.07	313.99	309.62	260.17	244.82	287.65	284.41	234.96
ENSMUSG00000036899	-0.17	0.68	0.04	6.36	0.68	5.59	2.27	3.27	2.48
ENSMUSG00000036902	62.43	57.02	74.89	37.71	55.72	71.53	73.61	55.1	34.33
ENSMUSG00000036904	10.56	7.8	4.96	50.6	59.13	60.86	1.78	3.76	2.07
ENSMUSG00000036905	113.92	58.43	62.31	375.73	643.76	601.66	154.66	236.7	210.11
ENSMUSG00000036908	1581.96	1812.8	1802.19	2787.47	3214.36	3450.36	1862.77	1815.1	1914.14
ENSMUSG00000036912	25.68	11.24	2.37	2.68	5.75	27.25	0.89	2.1	1.66
ENSMUSG00000036916	231.84	200.95	212.26	203.41	250.11	182.51	230.23	215.53	162.61
ENSMUSG00000036918	1791.17	1891.49	1732.07	1878.95	1655.74	1830.36	1323.64	1477.75	1641.78
ENSMUSG00000036923	86	54.14	63.56	98.29	118.9	70.52	35.82	56	46.72
ENSMUSG00000036928	5.71	1.31	6.63	6.14	2.39	1.09	4.88	2.49	2.23
ENSMUSG00000036931	6172.97	5465.69	4652.87	8275.5	4361.7	6656.72	13699.22	13843.08	14653.51
ENSMUSG00000036932	1115.33	1172.88	1224.05	1093.73	1137.88	1210.26	1289.34	1309.15	1245.65
ENSMUSG00000036934	924.36	760.31	804.22	726.48	677.49	788.69	906.9	983.09	906.06
ENSMUSG00000036940	2809.14	2863.21	2797.36	2970.1	2772.47	2913.05	3275.84	2948.65	3183.07
ENSMUSG00000036941	693.09	614.97	575.5	650.6	624.36	633.61	638.56	620.14	661.44
ENSMUSG00000036943	6606.43	7295.35	7861.26	5818.14	7121.24	5821.36	7550.98	6133.13	6820.44
ENSMUSG00000036944	4223.11	5155.09	4499.24	2385.62	2187.06	2260.87	5818.66	6270.92	6335.72
ENSMUSG00000036955	1551.19	1698.09	1709.53	1851.88	1759.76	1993.79	1524.78	1711.62	1709.8
ENSMUSG00000036957	0.24	-0.03	0.45	5.34	7.47	3.62	0.24	-0.03	0.45
ENSMUSG00000036959	40.41	47.98	37.32	51.13	55.28	95.56	66.22	42.88	42.22
ENSMUSG00000036960	1.44	5.25	6.09	6.41	1.3	2.04	0.22	1.4	0.2
ENSMUSG00000036962	0.41	0.09	0.73	11.54	16.15	9.03	0.41	0.09	0.73
ENSMUSG00000036964	5.63	3.26	11.09	7.05	9.55	8.86	5.17	5.54	2.98
ENSMUSG00000036966	1884.12	2139.41	2458.6	2183.94	2633.87	2689.4	2000.03	2109.21	1926.85
ENSMUSG00000036968	552.92	684.92	709.17	669.58	719	686.93	571.5	628.71	648.9
ENSMUSG00000036975	336.37	403.62	438.29	368.07	473.86	458.17	405.63	378.45	363.01
ENSMUSG00000036977	660.07	736.92	744.78	605.64	637.9	601.67	744.79	830.44	787.32
ENSMUSG00000036980	1700.27	1911.05	1938.63	1891.01	1706.05	1752.94	1788.15	1844.15	1892.07
ENSMUSG00000036983	179.43	166.11	158.65	152.21	141.05	162.42	200.21	238.38	189.56
ENSMUSG00000036985	836.47	820.39	802.63	864.14	1102.31	1066.03	832.19	777.46	916.37
ENSMUSG00000036986	1431.43	1475.58	1401.6	1062.69	930.22	1020.26	1522.93	1331.72	1369.28
ENSMUSG00000036989	276.55	284.63	240.37	563.63	501.37	554.78	220.38	189.42	224.22
ENSMUSG00000036990	691.54	540.32	630.33	475.23	474.08	523.3	944.55	574.93	515.41
ENSMUSG00000036992	968.71	1099.36	1155.54	997.3	1083.3	1064.09	1020.73	1109.41	1023.81
ENSMUSG00000036995	9.91	11.87	1.69	13.06	23.19	18.49	7.29	9.74	9.07
ENSMUSG00000036996	20.09	35.77	17.21	1.27	0.82	3.4	8.9	5.41	3.4
ENSMUSG00000037001	358.08	205	232.08	208.25	185.53	158.04	194.7	238.8	197.22
ENSMUSG00000037003	123.09	179.58	126.4	334	271.89	341.67	95.95	81.09	88.94
ENSMUSG00000037005	36.67	4.47	11.35	99.6	152.67	81.99	2.31	5.08	9.13
ENSMUSG00000037007	360.18	327.69	301.91	287.29	272.17	307.94	318.17	311	328
ENSMUSG00000037010	59.62	72.07	87.64	143.03	269.86	211.88	30.64	3.95	3.36
ENSMUSG00000037012	6003.03	6312.04	6131.41	6240.42	5528.92	6339.92	5908.72	5921.35	6546.67
ENSMUSG00000037013	3229.27	2882.93	2903.19	3005.52	2601.92	2842.84	3081.69	3147.16	3055.56
ENSMUSG00000037014	2.78	0.29	3.05	6.95	15.47	12.38	1.29	0.29	0.01
ENSMUSG00000037015	984.48	1026.56	1197.35	1027.27	1160.15	1086.9	1035.05	1076.15	1062.84
ENSMUSG00000037017	610.63	578.92	627.36	622.05	549.49	528.87	551.58	625.13	600.78
ENSMUSG00000037020	106.37	109.46	75.73	93.34	114.82	130.21	107.62	72.95	78.49
ENSMUSG00000037022	211.17	209.53	190.85	156.83	214	202.23	198.84	159.98	154.93
ENSMUSG00000037025	7.87	9.29	7.52	45.02	65.03	46.74	3.04	0.61	2.25
ENSMUSG00000037029	61.95	74.51	51.3	57.47	57.06	50.26	79.72	65	51.19
ENSMUSG00000037031	80.11	50.13	90.25	237.07	344.53	244.11	20.43	12.14	19.39
ENSMUSG00000037032	413.91	332.52	463.18	624.47	696.47	766.79	230.98	328.25	279.61
ENSMUSG00000037035	6.21	10.94	4.09	24.08	32.45	29.94	2.04	0.4	3.57
ENSMUSG00000037049	1748.67	2297.39	2530.68	2350.1	2615.28	2593.66	1863.87	1954.54	1962.38
