ID	WT_r1	WT_r2	WT_r3	KO_r1	KO_r2	KO_r3	KO_rescue_r1	KO_rescue_r2	KO_rescue_r3
ENSMUSG00000035093	1119.35	829.63	897.65	1075.26	929.2	1142.63	1495.44	1116.52	947.61
ENSMUSG00000035095	0.25	0.15	0.07	5.98	4.5	3.22	0.25	2.51	1.45
ENSMUSG00000035104	0.8	0.43	0.79	21.84	26.56	22.01	0.8	0.43	0.79
ENSMUSG00000035105	517.23	580.32	522.24	341.28	343.95	363.43	332.1	345.99	352.15
ENSMUSG00000035107	40.47	60.05	29.57	72.63	31.07	77.27	37.5	27.04	12.92
ENSMUSG00000035109	8.72	14.85	19.07	18.14	4.99	10.92	5.12	5.38	3.57
ENSMUSG00000035112	48.45	63.37	47.3	44.25	57.77	48.63	27.78	21.3	20.34
ENSMUSG00000035121	13.2	2.68	3.26	1.67	10	7.38	2.75	6.13	8.01
ENSMUSG00000035125	276.06	248.71	165.38	185.69	174.68	165.97	235.93	189.98	207.45
ENSMUSG00000035126	73.15	41.69	56.69	81.74	120.5	96.6	44.89	43.02	34.35
ENSMUSG00000035129	0.67	0.87	0.18	1.75	0.16	1.19	1.47	2.19	1.5
ENSMUSG00000035133	1187.78	836.31	812.7	905.93	1049.62	959.53	1055.59	936.48	898.24
ENSMUSG00000035139	766.59	588.93	658.84	629.33	608.08	545.73	978.76	801.9	728.02
ENSMUSG00000035142	107.21	132.32	127.41	106.3	164.19	140.97	123.81	103.96	115.37
ENSMUSG00000035148	1.07	0.16	0.04	2.21	3.56	5.58	0.32	0.16	0.04
ENSMUSG00000035150	75.59	95.93	73.27	71.72	99.48	107.62	107.96	91.66	93.15
ENSMUSG00000035151	281.99	247.17	283.9	258.21	259.42	218.15	277.29	231.48	212.78
ENSMUSG00000035152	1560.76	1571.42	1730.49	1677.32	1677.43	1444.87	1704.15	1633.06	1745.12
ENSMUSG00000035158	9.34	10.55	7.16	18.13	17.98	15.62	12.19	11.34	10.33
ENSMUSG00000035161	2279.83	1883.88	1826.89	2058.39	2021.43	1984.74	2006.11	2096.01	2317.76
ENSMUSG00000035164	25.3	11.57	15.86	32.21	37.78	29.19	36.22	23.44	23.95
ENSMUSG00000035165	6.84	9.35	2.87	30.47	54.11	55.49	5.37	0.17	2.15
ENSMUSG00000035168	212.45	152.66	152.33	117.48	152.8	166.88	141.5	149.71	103.1
ENSMUSG00000035171	602.16	694.71	587.95	608.41	609	706.89	728.84	821.97	764.59
ENSMUSG00000035172	40.16	38.8	25.66	67.69	61.4	76.96	31.94	22.48	21.07
ENSMUSG00000035173	443.86	323.15	302.19	415.01	338.81	415.94	453.32	341.26	285.29
ENSMUSG00000035179	4.45	2.04	1.48	15.04	15.07	31.39	4.75	4.61	3.7
ENSMUSG00000035181	194.3	183.87	167.13	205.13	244.32	269.9	262.98	231.38	163.55
ENSMUSG00000035183	1.13	0.92	3.17	5.02	5.74	1.03	2.7	6.21	3.68
ENSMUSG00000035184	3.98	13.85	5.63	53.64	54.92	37.27	12.01	7.44	11.56
ENSMUSG00000035186	4.59	3.46	4.03	2.39	2.52	1.89	12.99	19.06	12.49
ENSMUSG00000035189	11.57	17.6	2.04	-0.16	0.22	2.04	1.23	0.22	3.4
ENSMUSG00000035198	864.82	998.91	1026.64	959.49	1034.84	1078.98	1065.17	923.77	943.69
ENSMUSG00000035199	3155.81	3808.15	4048.71	3349.3	4096.27	3405.28	3960.14	3642.29	3631.53
ENSMUSG00000035202	1604.37	1730.33	1810.43	1436.59	2414.04	2777.91	1784.73	1799.88	1315.59
ENSMUSG00000035203	405.2	501.21	354.51	622.01	439.76	419.33	195.25	325.64	444.94
ENSMUSG00000035206	922.89	943.4	808.48	1071.69	794.91	937.97	768.77	756.66	809.55
ENSMUSG00000035208	1255.3	1028.28	1030.04	733.39	838.27	790.09	1314.95	1070.77	1034.46
ENSMUSG00000035211	14.15	9.34	11.45	25.74	26.27	22.57	5.37	8.62	10.05
ENSMUSG00000035212	1972.47	2054.81	2325.7	3077.77	2885.78	3025.02	2606.96	2896.46	2817.83
ENSMUSG00000035215	26.98	23.61	19.29	31.81	10.47	28.06	14.8	31.41	17.84
ENSMUSG00000035227	11680.49	13943	16065.65	16158.54	19017.1	17888.08	15297.6	18284.09	17901.6
ENSMUSG00000035228	12.13	15.51	15.13	10.21	15.95	10.33	8.54	6.58	7.02
ENSMUSG00000035232	1330.65	1753	1591.78	1114.33	1212.04	1272.7	1412.77	1373.65	1554.03
ENSMUSG00000035234	456.87	363.23	424.48	432.56	442.11	392.74	528.12	456.22	387.93
ENSMUSG00000035235	297.64	317.67	324.38	262.44	191.71	196.03	140.96	195.15	175.63
ENSMUSG00000035236	261.16	222.65	163.77	218.85	135.78	154.33	272.51	197.06	201.15
ENSMUSG00000035237	2.75	1.53	1.95	5.1	1.8	2.69	0.84	1.9	2.38
ENSMUSG00000035239	688.65	733.07	730.92	1108.49	1107.62	1174.18	855.24	878.11	1011.6
ENSMUSG00000035242	2569.23	3088.28	3008.74	2675.96	3136.18	3002.51	2791.06	3208.06	3337.75
ENSMUSG00000035245	636.46	544.51	459.23	558.42	541.78	553.18	508.44	449.98	498.78
ENSMUSG00000035246	44.34	32.9	26.38	49.15	45.16	22.84	41.23	40.17	33.64
ENSMUSG00000035247	2087.25	1659.33	1840.83	2019.99	1717.3	1986.39	2342.8	1984.27	1652.48
ENSMUSG00000035248	1754.45	1256.59	1220.99	1131.47	1055.3	1171.87	1971.14	1367.61	1169.25
ENSMUSG00000035258	30.3	17.17	5.22	76.15	87.2	83.4	3.48	4.24	6.69
ENSMUSG00000035266	461.09	347.15	274.59	284.28	223.73	250.15	417.62	279.69	255.74
ENSMUSG00000035268	179.92	192.66	215.92	536.87	679.91	724.63	118.03	101.41	93.84
ENSMUSG00000035270	7.06	6.3	3.1	2.45	1.41	0.35	5.47	2.59	6.02
ENSMUSG00000035273	142.33	106.15	178.83	184.64	288.56	241.9	118.24	94.5	131.52
ENSMUSG00000035274	21.32	22.48	12.95	17.81	19.67	27.3	4.47	12.96	6.09
ENSMUSG00000035275	80.54	83.99	56.33	100.39	93.55	104.87	96.14	115.38	124.99
ENSMUSG00000035278	3537.97	4380.36	4150.88	3800.39	4065.25	3753.58	4181.7	4641.25	4560.4
ENSMUSG00000035279	1.16	0.14	0.92	1.16	8.39	5.78	2.77	0.14	-0.13
ENSMUSG00000035283	65.82	84.16	67.59	158.29	162.67	154.46	38.31	48.29	36.63
ENSMUSG00000035284	213.26	143	183.09	157.5	140.2	164.95	224.66	170.29	145.77
ENSMUSG00000035285	26.87	34.02	46.39	17.73	29.19	37.31	16.68	17.77	9.54
ENSMUSG00000035293	515.34	528.56	555.28	529.31	378.98	406.32	592.28	469.6	492.14
ENSMUSG00000035295	18.47	19.53	13.95	13.34	13.58	19.19	6.89	11.08	4.25
ENSMUSG00000035296	1.93	0.28	0.83	13.18	15.91	10.04	-0.02	0.28	0.83
ENSMUSG00000035297	3642.11	4213.12	4156.12	3798.53	4323.26	4177.15	3743.62	3982.12	3971.87
ENSMUSG00000035298	62.69	76.05	92.24	104.33	86.02	65.99	51.61	70.73	51.82
ENSMUSG00000035299	86.95	74.91	54.88	130.9	84.34	118.86	275.59	331.99	208.7
ENSMUSG00000035305	6.73	3.14	3.55	14.41	15.78	17.64	0.81	1.88	0.69
ENSMUSG00000035310	591.12	543.2	562.24	483.87	477.62	519.75	720.6	534.56	521.77
ENSMUSG00000035311	610.87	530.98	331.39	419.17	327.75	479.82	500.98	371.09	344.4
ENSMUSG00000035314	640.49	661.64	754.3	591.91	482.92	562.91	334.57	345.15	363.53
ENSMUSG00000035325	3670.95	3860.83	3820	4013.76	4273.09	4169.72	4254.25	3803.34	4077.29
ENSMUSG00000035329	1838.83	1639.43	1923.66	1705.3	1533.45	1786.26	2634.01	2608.25	2453.84
ENSMUSG00000035337	22.46	34.07	33.44	32.86	29.38	47.62	37.58	40.37	36.18
ENSMUSG00000035342	94.34	72.58	85.2	166.04	207.86	157.13	49.95	51.28	56.06
ENSMUSG00000035351	645.84	622.37	650.69	618.46	717.21	632.72	649.77	689.02	687.15
ENSMUSG00000035352	-0.02	0.7	2.79	5.75	4.22	7.62	3.44	1.97	0.12
ENSMUSG00000035354	1722.79	1690.1	1501.24	1867.5	1715.12	1959.45	1645.63	1509.66	1588.11
ENSMUSG00000035355	3.23	14.7	12.05	18.54	9.54	23.86	6.82	8.96	3.6
ENSMUSG00000035356	3327.9	2388.21	2009.85	5811.69	2664.4	6025.56	8493.83	11451.82	12029.93
ENSMUSG00000035357	65.12	62.85	42.25	13.49	17.64	13.6	59.31	46.29	55.95
ENSMUSG00000035364	2.92	2.72	3.3	2.78	4.41	0.39	3.93	0.53	5.2
ENSMUSG00000035365	11.48	22.07	11.43	10.9	4.57	11.87	53.78	37.06	39.65
ENSMUSG00000035367	167.56	155.82	128.99	169.16	145.43	150.24	124.83	141.57	145.67
ENSMUSG00000035370	309.89	268.03	360.94	381.33	365.14	442.12	391.34	370.91	397.57
ENSMUSG00000035372	319.82	436.21	442.18	456.66	397.45	460.51	301.58	313.85	303.44
ENSMUSG00000035373	4.11	8.01	3.37	7.01	5.55	15.21	4.11	24.37	1.24
ENSMUSG00000035376	705.5	857.81	976.65	852.07	1069	948.33	883.53	959.48	929.38
ENSMUSG00000035378	337.02	318.89	400.89	341.41	440.11	386.42	372.42	380.2	417.25
ENSMUSG00000035382	1340.02	1336.77	1278.27	1342.24	1141.53	1512.54	1451.22	1270.81	1460.56
ENSMUSG00000035385	4.4	12.18	3.84	20.49	16.47	17.14	2.02	7.38	1.79
ENSMUSG00000035392	536.43	444.95	439.75	412.26	379.22	385.67	444.14	430.32	402.49
ENSMUSG00000035394	7.84	5.5	2.22	19.56	28.22	10.78	1.84	2.65	7.87
ENSMUSG00000035397	191.09	236.77	250.63	195.82	215.53	200.13	184.27	164.23	176.28
ENSMUSG00000035399	357.26	352	344.46	308.62	280.04	288.67	315.64	351.47	377.8
ENSMUSG00000035401	1345.09	1063.51	1046.95	1194.96	1014.81	1104.59	1184.38	1119.16	1015.98
ENSMUSG00000035403	1.22	1.77	0.15	8	0.84	6.68	-0.44	0.84	0.15
ENSMUSG00000035407	0.31	0.13	7.45	7.13	9.1	0.26	0.31	0.13	0.26
ENSMUSG00000035413	18.45	32.02	29.21	204.84	228.18	227.85	16.17	8.65	9.26
ENSMUSG00000035435	2.21	0.33	2.18	0.3	1.36	3.02	1.65	2.58	0.1
ENSMUSG00000035437	1048.2	1000.91	915.81	1022.28	1046.78	999.72	1138.92	872.86	905.46
ENSMUSG00000035439	680.29	837.07	797.09	599.81	634.19	611.32	839.9	812.17	750.19
ENSMUSG00000035441	67.22	50.45	41.39	161.01	165.87	135.78	101.57	82.39	83.73
ENSMUSG00000035443	230.09	231.03	233.63	231.36	266.28	251.99	263.93	303.98	276.27
ENSMUSG00000035448	107.98	124	89.81	290.03	266.01	277.07	329.96	501.95	641.41
ENSMUSG00000035451	7.37	8.58	14.6	64.6	96.07	87.83	16.58	8	6.66
ENSMUSG00000035455	231.42	252.97	272.55	113.02	154.04	134.46	423.81	231.21	358.62
ENSMUSG00000035456	14.79	14.2	21.06	19.27	17.23	18.04	5.35	4.02	7.48
ENSMUSG00000035458	12.66	5.04	7.64	14.72	26.57	34.29	3.86	1.8	1.72
ENSMUSG00000035459	5.17	7.81	9.33	201.62	166.38	185.12	10.56	29.43	12.27
ENSMUSG00000035469	1736.78	1861.53	1817.29	1300.3	1234.16	1267.01	2037.49	1901.95	1761.47
ENSMUSG00000035472	-0.26	0.87	0.73	1.72	0	0.73	5.28	1.26	0.73
ENSMUSG00000035473	3113.74	3924.97	4324.64	3252.22	4122.58	3320.21	2891.31	3047.99	3661.32
ENSMUSG00000035476	162.88	166.09	107.69	128.86	122.67	151.81	194.54	140.31	134.57
ENSMUSG00000035478	3093.6	3178.08	3202.61	3354.93	3072.18	3422.99	2810.94	3292.32	3223.68
ENSMUSG00000035486	-0.48	-0.23	2.61	20.97	24.68	2.61	-0.48	-0.23	2.61
ENSMUSG00000035493	63.73	51.42	55.05	522.88	757.81	723.94	62.53	25.84	26.46
ENSMUSG00000035495	707.02	801.47	712.41	618.67	678.99	650.39	746.07	645.35	647.14
ENSMUSG00000035498	3.21	2.71	1.66	7.03	4.67	7.34	5	7.51	1.66
ENSMUSG00000035504	3.55	6.08	9.66	44.2	38.64	55.85	14.45	3.52	4.87
ENSMUSG00000035505	539.47	558.85	587.62	539.39	563.78	576.02	625	646.37	669.42
ENSMUSG00000035506	36.69	49.91	30.62	7.91	7.32	7.52	25.03	25.2	24.91
ENSMUSG00000035509	134.37	155.26	140.01	548.52	496.52	480.56	66.49	93.4	90.92
ENSMUSG00000035513	16.37	7.84	12.74	11.37	10.18	8.91	8.58	16.7	11.52
ENSMUSG00000035517	207.68	151.76	217.93	301.43	321.28	327.49	229.42	199.31	258.87
ENSMUSG00000035521	2691.4	2486.74	2790.74	2341.98	2254.16	2329.49	2187.65	2516.56	2413.22
ENSMUSG00000035529	950.84	954.83	886.15	843.43	760.94	881.31	834.97	753.47	774.06
ENSMUSG00000035530	7502.86	8102.14	8027.99	8198.35	7427.08	7720.89	7655.67	8311.04	8558.46
ENSMUSG00000035539	2.42	3.19	3.27	23.36	31.62	19.41	10.45	9.34	13.17
ENSMUSG00000035540	1.35	0.38	8.25	0.72	2.35	1.47	0.72	1.45	1.47
ENSMUSG00000035545	1868.04	1186.81	1035.01	1409.67	994.51	1042.21	1180.26	1160.02	1116.83
ENSMUSG00000035547	63.1	90.77	53.61	70.2	75.37	90.32	41.99	26.9	32.58
ENSMUSG00000035557	108.31	109.08	168.78	58.78	82.65	84.39	59.07	57.17	31.54
ENSMUSG00000035559	1169.85	1507.49	1526.59	1431.07	1670.66	1594.84	1349.46	1447.66	1351.52
ENSMUSG00000035561	177.47	181.59	201.77	197.95	247.99	286.34	164.28	207.6	193.62
ENSMUSG00000035566	26.65	18.13	21.79	44.35	78.57	61.13	8.9	5.46	11.36
ENSMUSG00000035569	6657.89	4884.94	5691	5619.62	4331.96	5152.03	7856.53	6526.99	5377.07
ENSMUSG00000035572	631.9	621.89	598.99	652.9	537.11	609.05	597.26	557.23	578.46
ENSMUSG00000035575	1135.88	1454.31	1097.1	1230.62	1143	1004.1	1441.79	1193.97	1425
ENSMUSG00000035578	11.05	20.5	18.19	45.74	46.72	29.75	9.09	4.93	10.85
ENSMUSG00000035585	385.17	391.22	426.68	483.82	621.25	663.27	341.75	301.21	285.59
ENSMUSG00000035595	302.09	356.48	300.71	337.78	331.75	319.03	303.44	363.56	370.48
ENSMUSG00000035596	1551.46	1876.2	1734.43	2447.96	2489.44	2301.16	1422.53	1560.88	1929
ENSMUSG00000035597	2079.04	1228.89	1272.34	1590.39	1176.53	1029	1630.11	1300.61	1186.52
ENSMUSG00000035601	432.21	433.44	425.95	493.95	400.01	468.33	416.13	502.44	419.08
ENSMUSG00000035606	-0.17	0.64	0.07	1.54	0.64	0.07	4.88	1.97	7.36
ENSMUSG00000035614	753.27	675.4	690.72	600.49	518.39	538.36	814.19	550.16	570.33
ENSMUSG00000035615	6.08	6.4	6.91	2.25	7.59	0.8	1.97	0.93	0.8
ENSMUSG00000035620	328.47	354.46	294.58	337.36	347.46	293.88	325.36	265.13	285.84
ENSMUSG00000035621	93.45	108.28	92.45	64.86	67.46	105.07	98.31	91.29	78.32
ENSMUSG00000035623	835.96	682.08	685.39	776.05	629.55	690.89	963.91	777.74	702.82
ENSMUSG00000035629	468.42	571.39	504.63	634.39	481.97	625.38	418.29	402.08	383.62
ENSMUSG00000035632	1519.12	1591.92	1272.89	1263.35	989.18	1172.96	1000.92	1289.55	1434.02
ENSMUSG00000035637	535.51	587.1	592.87	690.01	791.04	739.83	607.54	656.14	716.46
ENSMUSG00000035638	11.28	14.05	22.26	26.05	26.28	24.54	9.76	11.35	13.02
ENSMUSG00000035640	75.8	97.26	83.64	76.09	87.64	67.78	52.7	49.81	38.68
ENSMUSG00000035642	659.27	737.97	782.79	790.35	1009.02	893.31	757.32	823.55	814.53
ENSMUSG00000035649	1290.69	960.82	1030.91	1007.46	888.55	890.12	1287.08	1406.78	1113.57
ENSMUSG00000035666	300.04	273.24	307.6	271.39	290.31	271.56	189.94	175.59	211.69
ENSMUSG00000035671	710.44	670.27	722.27	550.98	530.14	534.4	588.17	611.76	513.27
ENSMUSG00000035673	1457.58	1175.58	1064.96	799.78	689.58	975.3	1013.51	991.9	795.88
ENSMUSG00000035674	3644.09	4578.83	4194.06	3870.27	4791.75	3997.82	4199.44	5353.26	5379.28
ENSMUSG00000035678	347.48	461	377.28	466.74	452.5	473.24	562.14	517.11	615.63
ENSMUSG00000035681	17.81	24.55	7.47	6.67	3.37	10.91	9.75	8.02	4.76
ENSMUSG00000035683	86.98	108.56	81.28	52.16	44.7	85.54	180.94	108.9	112.21
ENSMUSG00000035686	1.11	5.33	4.22	14.51	4.11	16.57	1.8	1.66	-0.28
ENSMUSG00000035692	683.12	666.36	699.65	401.31	321.25	323.22	940.29	1105.11	1142.79
ENSMUSG00000035694	7.47	0.91	0.86	2.29	4.13	6.26	1.77	2.07	0.86
ENSMUSG00000035696	1088.75	1165.54	1196.55	823.29	714.11	795.92	1382.57	1132.03	1035.98
ENSMUSG00000035697	33247.87	27033.09	24307.47	24452.82	18321.11	21870.68	26620.66	28696.49	27512.31
ENSMUSG00000035704	430.59	510.6	468.6	468.26	502.6	550.78	702.79	650.28	730.01
ENSMUSG00000035711	43.24	47.35	49.54	321.77	393.03	396.16	22.45	24.51	16.62
ENSMUSG00000035713	43.94	39.58	44.47	38.86	25.94	27.02	44.87	31.14	42.43
ENSMUSG00000035722	1458.57	1363.25	1066.88	1339.27	1182.98	1298.53	1545.46	1141.02	1073.55
ENSMUSG00000035725	2601.86	2574.58	2310.39	2503.58	2971.04	2857.3	4946.23	4954.78	5102.59
ENSMUSG00000035726	817.45	647.87	879.74	755.57	811.47	828.94	1112.05	1014.93	755.54
ENSMUSG00000035735	2.47	0.01	0.16	0.98	0.01	8.31	3.37	4.74	2.31
ENSMUSG00000035745	0.08	0.9	0.1	0.08	0.12	2.87	2.24	0.12	0.1
ENSMUSG00000035754	1937.5	2487.61	2487.85	2389.99	2766.05	2637.42	2356.15	2543.85	2671.58
ENSMUSG00000035757	958.31	1127.75	1069.09	1065.28	976.75	915.46	1140.51	925.74	1009.21
ENSMUSG00000035759	30.85	35.7	34.25	15.46	26.85	16.96	17.13	16.38	15.62
ENSMUSG00000035762	568.91	502.1	479.55	541.74	492.11	434.94	554.46	526.41	513.25
ENSMUSG00000035764	592.82	568.49	518.6	470.5	457.98	456.44	538.99	425.25	484.96
ENSMUSG00000035765	1551.76	1646.16	1613.42	1520.87	1584.09	1635.55	1666.01	1672.66	1807.11
ENSMUSG00000035769	32.76	29.17	21.06	73.63	71.4	62.18	17.44	17.65	51.05
ENSMUSG00000035770	1008.92	1022.34	925	984.12	973.98	955.04	919.6	692.82	819.06
ENSMUSG00000035772	843.74	935.12	942.44	851.82	1024.25	888.51	988.21	1033.21	1137.71
ENSMUSG00000035773	22.25	23.01	6.54	27.95	29.41	30.25	11.66	8.5	10.71
ENSMUSG00000035776	488.44	498.81	454.76	369.14	447.41	419.58	368.74	335.55	395.19
ENSMUSG00000035778	705.6	675.78	885.16	1613.37	1676.85	1574.57	749.04	619.58	749.71
ENSMUSG00000035781	5496.04	6913.86	7328.91	6194.13	7530.83	6321.91	6528.45	6673.88	7147.99
ENSMUSG00000035783	133.77	78.56	95.45	1110.23	1137.11	876.51	15.35	43.04	63.11
ENSMUSG00000035790	745.96	774.69	758.2	613.61	630.32	613.09	559.43	669.15	568.81
ENSMUSG00000035798	331.42	276.95	205.83	259.19	283.98	301.53	326.64	180.98	194.51
ENSMUSG00000035799	0.54	2.11	-0.05	4.44	2.69	2.54	0.54	0.34	4.5
ENSMUSG00000035805	21.47	5.27	12.03	65.08	214.03	114.93	19.96	-1.43	5.42
ENSMUSG00000035818	0.93	0.89	0.57	2.7	0.08	0.57	-0.23	2.42	0.57
ENSMUSG00000035824	2484.4	2772.09	2475.18	2523.86	2652.86	2429	2291.54	2404.77	2341.71
ENSMUSG00000035828	1616.77	1915.04	1679.91	1866.77	1451.73	1671.75	1894.19	2083.35	2239.52
ENSMUSG00000035829	1.3	0.15	1.45	14.73	15.1	4.72	-0.5	0.15	1.45
ENSMUSG00000035834	251.7	246.97	173.01	178.37	179.11	211.52	191	144.09	140.42
ENSMUSG00000035835	70.97	34.25	25.33	65.32	23.44	55.56	36.82	34.6	39.68
ENSMUSG00000035840	670.07	652.14	840.8	774.02	901.52	660.41	794.95	723.55	765.95
ENSMUSG00000035842	525.91	551.2	460.97	670.65	490.93	504.75	677.67	543.13	575.91
ENSMUSG00000035845	370.08	287.12	262.15	397.17	358.96	268.99	224.04	330.38	328.04
ENSMUSG00000035847	1118.45	997.72	1097.7	1101.16	1331.33	1337.4	1046.37	1043.51	1043.52
ENSMUSG00000035849	63	47.34	52.85	41.99	35.81	37.53	56.36	55.6	46.31
ENSMUSG00000035851	2891.27	1969.41	2208	2267.6	2053.06	2163.7	3261.61	3192.51	2803.27
ENSMUSG00000035852	2	0.5	4.66	23.4	26.86	13.96	0.1	0.5	1.29
ENSMUSG00000035860	18.6	13.68	8.17	140.84	238.63	144.73	12.21	2.12	17.58
ENSMUSG00000035863	163.84	178.73	187.97	435.03	468.11	497.89	148.39	122.24	170.9
ENSMUSG00000035864	1.61	1.1	-0.25	0.84	1.1	12.1	1.65	1.1	-0.25
ENSMUSG00000035868	170.39	142.02	171.63	154.31	98.86	105.53	123.82	148.84	131.06
ENSMUSG00000035873	179.51	161.1	225.2	202.72	165.17	165.59	247.04	230.69	264.73
ENSMUSG00000035875	14.94	7.47	9	7.83	8.29	5.94	10.54	12.52	5.32
ENSMUSG00000035877	314.61	367.97	270.69	377.45	376.58	461.93	371.16	265.75	287.46
ENSMUSG00000035878	24.05	14.46	12.32	10.24	21.41	24.27	2.83	5.02	2.94
ENSMUSG00000035885	3977.54	4673.75	4461.22	4257.04	5251.22	4969.24	4404.91	5063.63	5341.94
ENSMUSG00000035890	1251.87	1270.31	1238.55	1525.67	1105.2	1029.26	811.26	1243.75	1408.86
ENSMUSG00000035891	406.94	321.12	292.87	996.7	862.47	1045.5	233.44	240.29	236.41
ENSMUSG00000035896	0.4	-0.11	1.05	2.9	2.16	3.56	0.4	1.12	0.14
ENSMUSG00000035898	539.9	538.9	562.58	469.88	744.52	603.4	731.62	528.6	488.87
ENSMUSG00000035900	1714.94	1403.6	1053.18	1056.35	853.74	926.29	1708.16	1420.46	1329.2
ENSMUSG00000035901	670.06	643.79	608.15	1566.3	1394.57	1612.86	1049.69	920.99	983.33
ENSMUSG00000035910	5.79	2.21	8.3	15.09	24.85	19.3	1.5	0.76	0.11
ENSMUSG00000035914	0.67	0.18	0.77	12.11	13.92	8.04	0.03	0.18	0.77
ENSMUSG00000035919	728.03	741.8	767.89	1337.14	1258.18	1129.14	1505.05	1555.37	1719.64
ENSMUSG00000035929	168.4	122.52	114.57	106.85	82.03	99.18	129.73	141.25	109.4
ENSMUSG00000035930	-1.64	3.1	8.32	85.47	49.52	39.84	-2.18	3.1	3.81
ENSMUSG00000035933	616.12	515.16	569.29	538.47	617.56	579.13	721.02	650.75	665.96
ENSMUSG00000035934	7.5	5.51	15.36	46.72	52.07	23.1	0.02	1.08	2.85
ENSMUSG00000035936	20.54	19.14	19.72	10.3	9.82	26.41	18.55	30.47	26.75
ENSMUSG00000035941	1195.39	879.61	834.32	616.05	523.7	643.11	1114.25	1052.97	979.19
ENSMUSG00000035944	754.44	749.63	665.26	635.78	681.36	772.07	811.42	806.25	830.84
ENSMUSG00000035949	2253.74	2541.8	2829.66	2642.4	2322.92	2266.93	2611.68	2503.28	2537.84
ENSMUSG00000035951	7.68	19.21	19.9	11.59	13.19	11.5	11.83	8.35	20.13
ENSMUSG00000035953	1755.89	1739.14	2011.79	2139.98	1964.78	2045.85	1814.99	1849.67	1776.35
ENSMUSG00000035954	135.39	120.68	146.24	32.17	54.3	61.63	51.3	36.98	18.07
ENSMUSG00000035958	1504.93	1309.42	1487.53	1140.54	957.07	1072.51	1360.74	1522.57	1398.18
ENSMUSG00000035960	206.1	208.75	237	253.84	327.56	295.64	342.18	336.99	317.48
ENSMUSG00000035964	0.45	4.05	1.65	13.13	11.7	8.77	0.45	0.06	1.91
ENSMUSG00000035967	713.06	366.81	349.03	376.4	428.48	350.65	430.55	422.05	389.38
ENSMUSG00000035969	22.19	9.82	8.96	81.69	89.94	117.06	5.09	5.21	2.64
ENSMUSG00000035983	5.92	13.44	2.92	3.74	5.66	12.57	7.12	3.92	5.71
ENSMUSG00000035984	6.73	6.9	5.4	62.63	101.66	69.83	5.32	0.5	3.28
ENSMUSG00000035992	197.69	154.74	175.72	253.26	196.43	226.64	220.72	212.82	130.55
ENSMUSG00000036002	337.28	460.38	343.09	610.36	609.56	544.12	473.62	394.39	523.43
ENSMUSG00000036006	6982.83	7415.33	5874.42	3883.74	3444.1	3861.4	12899.03	12389.27	13016.16
ENSMUSG00000036009	203.13	183.24	189.7	222.2	174.66	184.01	216.62	230.94	235.1
ENSMUSG00000036019	6.08	16.45	7.1	11.99	9.12	18.89	7.18	3.06	2.9
ENSMUSG00000036022	353.96	362.75	366.2	356.52	355.53	370.91	416.73	385.6	357.55
ENSMUSG00000036023	1461.26	1379.54	1300.98	1818.94	1552.42	1561.94	1735.12	1887.32	1749.8
ENSMUSG00000036026	215.82	179.72	179.14	302.22	251.66	280.06	115.15	161.02	137.17
ENSMUSG00000036027	-0.14	0.75	-0.03	6.31	0.75	4.64	-0.14	0.75	-0.03
ENSMUSG00000036036	3.08	2.93	0.57	5.55	3.77	5.19	1.42	0.36	0.57
ENSMUSG00000036040	14.74	7.26	10.64	28.1	59.19	35.59	3.05	1.77	1.93
ENSMUSG00000036045	1.28	2.87	0.58	2.74	2.59	1.42	2.17	1.61	3.9
ENSMUSG00000036046	623.17	674.16	741.13	932.43	940.47	975.58	500.38	596.29	617.48
ENSMUSG00000036052	147.53	225.64	196.89	263.1	157.11	147.84	152.07	146.78	215.76
ENSMUSG00000036053	10.18	6.02	10.08	21.54	34.42	44.83	10.68	4.29	4.77
ENSMUSG00000036054	834.57	629.65	646.01	1059.69	719.74	769.4	896.25	745.87	670.55
ENSMUSG00000036057	111.62	71.06	89.01	77.06	68.53	100.41	115.75	85.44	71.26
ENSMUSG00000036061	278.57	360.1	348.3	355.9	348.15	322.08	293.06	238.81	264.56
ENSMUSG00000036062	1.98	4.34	2.67	10.22	8.95	9.18	3.41	0.24	0.65
ENSMUSG00000036067	100.42	78.16	96.01	172.78	183.53	217.89	64.64	49.92	55.77
ENSMUSG00000036073	639.48	599.01	635.05	685.79	613.12	617.59	660.77	613.39	544.8
ENSMUSG00000036078	810.98	1076.23	855.23	1097.95	1130.12	1214.83	675.6	870.77	926.12
ENSMUSG00000036086	58.8	61.63	41.66	32.14	25.98	58.86	66.98	49.83	20.12
ENSMUSG00000036087	2597.56	2529.39	2814.65	2488.13	2719.29	2322.57	3600.14	2981.5	3187.42
ENSMUSG00000036091	7.81	15.68	9.22	9.21	5.58	22.42	13.76	9.73	3.43
ENSMUSG00000036093	1388.07	1543.66	1605.89	1888.31	1970.02	1643.46	1608.46	1273.97	1570.12
ENSMUSG00000036095	0.54	0.52	1.52	5.23	0.52	0.36	-0.46	0.52	0.36
ENSMUSG00000036097	1053.66	778.47	724.12	848.03	751.03	882.29	970.03	714.47	627.66
ENSMUSG00000036098	7.82	7.59	1	24.47	17.97	35.7	0.34	2.62	1
