ID	LP_r1	LP_r2	LP_r3	ML_r1	ML_r2	ML_r3	MLN_r1	MLN_r2	MLN_r3
ENSMUSG00000027637	463.43	535.58	511.95	685.41	715.45	893.44	1265.43	433.61	447.14
ENSMUSG00000027634	1136.84	1193.98	1115.9	677.57	539.72	539.23	659.74	641.05	579.85
ENSMUSG00000027635	477.31	281.39	519.56	442.3	233.66	373.84	67.09	456.39	285.92
ENSMUSG00000027630	2257.96	2186.63	2540.36	1318.28	1289.93	1197.04	740.81	1561.96	1946.2
ENSMUSG00000058488	13.88	1.55	0	0	0	0	0	0	0
ENSMUSG00000058486	1015.66	1191.65	1108.99	1957.43	1330.48	811.12	4778.43	4289.7	4818.74
ENSMUSG00000020022	460.66	555.01	500.19	672.08	729.93	1489.31	901.08	388.05	366.08
ENSMUSG00000024038	673.41	701.15	891.75	1032.04	1045.66	1632.05	1358.61	793.18	737.51
ENSMUSG00000040532	404.23	631.19	523.71	477.59	585.1	675.93	449.14	282.29	221.79
ENSMUSG00000040533	0	0	0.69	33.72	14.48	38.52	63.36	60.2	35.63
ENSMUSG00000040536	0	0.78	0.69	0	0	0	0	0.81	0
ENSMUSG00000040537	81.4	70.74	162.58	519.94	629.52	404.05	114.62	475.91	625.28
ENSMUSG00000059689	86.95	133.7	141.82	234.48	266.48	237.9	388.57	214.77	138.06
ENSMUSG00000014932	12.95	42.75	10.38	65.87	149.66	54.38	150.02	325.41	352.72
ENSMUSG00000105710	1.85	4.66	11.07	7.84	0	0	0	10.58	0.89
ENSMUSG00000079547	15503.22	18009.96	16562.15	10238.84	17102.21	13271.64	2100.35	4205.09	4648.61
ENSMUSG00000047880	134.13	51.3	93.4	780.3	468.28	640.43	369.01	1128.35	931.68
ENSMUSG00000106451	14.8	15.55	38.05	0.78	0	0.76	0	4.88	3.56
ENSMUSG00000024030	138.75	234.75	147.36	829.71	1446.35	841.33	5013.25	2506.46	2789.7
ENSMUSG00000095845	0	0.78	0	0	0	0	0	3.25	0.89
ENSMUSG00000095847	5.55	4.66	4.15	17.25	11.59	15.86	19.57	8.95	8.02
ENSMUSG00000085148	522.63	273.62	359.75	1372.39	932.69	1185.71	1404.27	771.22	962.86
ENSMUSG00000064637	2.78	4.66	0.69	1.57	0.97	1.51	0	1.63	0
ENSMUSG00000085143	6.48	0	6.23	2.35	5.79	4.53	0	1.63	8.02
ENSMUSG00000085145	2.78	0	0	0.78	0	12.08	0	1.63	0
ENSMUSG00000085146	0	0	0	3.14	3.86	0	0	1.63	0
ENSMUSG00000085147	0	0	0	6.27	0	1.51	0	18.71	13.36
ENSMUSG00000098944	14.8	25.65	17.3	0	5.79	0	5.59	1.63	4.45
ENSMUSG00000098942	1.85	3.11	2.77	5.49	0	3.02	10.25	14.64	15.14
ENSMUSG00000046971	9.25	72.29	125.22	1475.13	1432.83	942.53	1250.52	5671.06	6081.76
ENSMUSG00000047888	866.74	812.31	888.99	1290.83	1097.79	1347.33	1366.06	1354.51	1442.95
ENSMUSG00000089648	8.33	0.78	2.77	4.71	3.86	5.29	4.66	4.07	4.45
ENSMUSG00000089643	0	1.55	0	3.92	2.9	6.8	0	7.32	0
ENSMUSG00000084230	8.33	13.21	33.9	11.76	41.52	17.37	8.39	4.88	20.49
ENSMUSG00000089640	6.48	6.22	2.77	4.71	1.93	3.02	0.93	4.88	0
ENSMUSG00000084235	22.2	17.1	28.36	37.64	31.86	49.09	38.21	18.71	14.25
ENSMUSG00000089646	0	0.78	0	0.78	0	1.51	2.8	0	0.89
ENSMUSG00000069520	366.31	489.72	453.83	1973.89	1965.79	1749.11	5108.3	5597.03	5721.91
ENSMUSG00000003657	9.25	4.66	0	0	0	0	0	0	0
ENSMUSG00000028988	407.93	458.62	386.73	207.82	233.66	229.59	294.46	166.77	178.14
ENSMUSG00000057359	10.18	9.33	6.23	18.82	17.38	33.23	19.57	14.64	12.47
ENSMUSG00000082691	16.65	22.54	20.75	9.41	12.55	27.19	13.98	6.51	10.69
ENSMUSG00000082693	3.7	0.78	1.38	9.41	14.48	11.33	9.32	4.07	8.02
ENSMUSG00000098361	5.55	6.22	3.46	1.57	1.93	0.76	0.93	3.25	5.34
ENSMUSG00000067768	188.7	178.79	143.9	236.84	231.72	252.25	251.59	327.85	303.73
ENSMUSG00000060407	0	0	0	0	0	35.5	0	0	0
ENSMUSG00000095597	50.88	52.08	49.81	42.35	68.55	100.45	61.5	37.42	23.16
ENSMUSG00000020303	29.6	23.32	13.84	1.57	0	0.76	0	0.81	0
ENSMUSG00000107200	5.55	3.11	0	14.9	3.86	8.31	0	9.76	1.78
ENSMUSG00000106106	16002.73	16187.9	7807.18	3391.77	6668.83	9481.9	10857.69	7068.69	7135.47
ENSMUSG00000106104	3.7	0.78	1.38	0.78	2.9	8.31	0	0	0
ENSMUSG00000106105	21.28	16.32	8.99	13.33	28	32.47	38.21	12.2	24.94
ENSMUSG00000106103	0.93	0.78	0	3.92	6.76	15.86	0.93	0	0
ENSMUSG00000106108	25.9	8.55	14.53	38.43	0	14.35	1.86	10.58	0
ENSMUSG00000002012	1.85	19.43	24.21	11.76	23.17	3.78	13.98	14.64	0.89
ENSMUSG00000002010	3728.73	4313.4	3786.33	3511.76	3276.97	3721.01	3328.5	2283.55	2450.34
ENSMUSG00000002017	612.36	459.4	525.78	433.68	247.17	232.61	262.78	306.7	169.23
ENSMUSG00000002015	2765.79	2843.47	2478.79	3885.05	3779.04	5515.44	4486.77	2310.4	2322.08
ENSMUSG00000002014	2733.41	3016.82	2507.15	3406.67	3741.38	6011.62	2164.64	1352.89	1249.66
ENSMUSG00000108438	0.93	1.55	2.08	0	1.93	1.51	1.86	2.44	0.89
ENSMUSG00000046020	408.86	407.32	352.83	272.91	397.79	170.68	364.35	327.04	439.12
ENSMUSG00000046027	353.36	475.73	396.41	1039.1	1316.97	1095.08	283.28	376.66	440.01
ENSMUSG00000108435	4.63	9.33	11.07	15.68	14.48	21.9	16.77	1.63	3.56
ENSMUSG00000108436	89.73	70.74	56.73	37.64	18.34	12.84	11.18	27.66	13.36
ENSMUSG00000108437	0	0	0.69	3.14	6.76	4.53	1.86	2.44	0.89
ENSMUSG00000006850	446.78	467.95	395.03	345.84	414.21	345.89	492.94	427.91	327.78
ENSMUSG00000081344	129.5	146.92	112.77	107.44	181.52	336.08	203.14	95.18	79.27
ENSMUSG00000081343	0	0	0	0.78	0	1.51	1.86	5.69	10.69
ENSMUSG00000081340	0	0	2.77	2.35	0	9.82	0	10.58	21.38
ENSMUSG00000110588	1.85	5.44	11.76	6.27	7.72	5.29	1.86	4.88	0.89
ENSMUSG00000020300	637.33	456.29	562.45	383.49	313.79	426.7	597.3	893.25	1162.38
ENSMUSG00000083270	1.85	2.33	0	3.14	1.93	2.27	2.8	3.25	0.89
ENSMUSG00000083279	0.93	1.55	0	0.78	0	0	2.8	0	0.89
ENSMUSG00000020307	1529.97	1870.26	1223.14	2631.86	2854.07	3851.67	5241.55	2162.34	2121.67
ENSMUSG00000100627	0	0	0	4.71	3.86	4.53	17.7	5.69	0.89
ENSMUSG00000109810	1.85	0	8.99	3.14	0.97	0	0	8.95	0
ENSMUSG00000100629	22.2	28.76	33.21	46.27	23.17	7.55	23.3	28.47	47.21
ENSMUSG00000110580	0	2.33	0.69	3.14	0	8.31	0	2.44	3.56
ENSMUSG00000095332	0	3.11	0.69	0	2.9	0	0	1.63	0
ENSMUSG00000095334	0	0.78	0.69	0	0	1.51	0	4.07	0.89
ENSMUSG00000095335	4.63	320.26	73.33	176.45	57.93	186.54	413.73	2.44	2.67
ENSMUSG00000095338	0	0	0	3.14	0	80.81	0	0.81	0
ENSMUSG00000020305	472.68	418.98	505.72	684.63	665.24	514.31	847.97	814.33	766.01
ENSMUSG00000101571	0	1.55	1.38	0	0.97	1.51	1.86	2.44	2.67
ENSMUSG00000100199	274.73	323.37	347.29	108.22	177.66	188.05	197.55	88.67	51.66
ENSMUSG00000021061	11.1	2.33	4.15	87.05	36.69	50.6	587.05	126.91	225.35
ENSMUSG00000054074	0	0	10.38	2.35	1.93	0.76	0	0.81	0
ENSMUSG00000034525	757.59	436.08	563.83	537.19	467.31	406.31	710.06	724.03	1022.53
ENSMUSG00000054072	73.08	101.83	152.2	21.96	22.21	47.58	93.18	62.64	74.82
ENSMUSG00000092021	0	0	0.69	0	2.9	0	0.93	13.83	0.89
ENSMUSG00000099902	3.7	4.66	2.77	7.84	5.79	12.08	1.86	4.88	1.78
ENSMUSG00000096732	2.78	0.78	1.38	18.82	8.69	24.92	1.86	0.81	2.67
ENSMUSG00000037145	4.63	5.44	16.6	0	0	0	0	0	0
ENSMUSG00000001098	971.26	1038.51	924.96	781.87	577.38	320.97	698.87	1044.56	1269.26
ENSMUSG00000037143	0	0.78	0.69	0	0	0	0	5.69	1.78
ENSMUSG00000037149	1282.07	1103.03	1081.31	1664.13	980	1002.94	1062.29	1291.87	1093.79
ENSMUSG00000037148	180.38	183.45	187.48	66.66	6.76	13.59	25.16	68.34	61.46
ENSMUSG00000112639	28.68	29.54	43.58	35.29	28	55.13	6.52	27.66	17.81
ENSMUSG00000112637	7.4	2.33	4.15	0	10.62	6.04	22.36	0.81	0
ENSMUSG00000065999	0.93	0.78	0	2.35	0.97	3.02	2.8	0.81	0.89
ENSMUSG00000065990	1332.02	1647.94	1421	2020.95	2383.86	3013.36	3638.8	1788.93	1720.85
ENSMUSG00000023328	0.93	10.11	0	21.96	5.79	17.37	0	0	1.78
ENSMUSG00000098207	0	0	0	9.41	11.59	4.53	5.59	45.56	69.48
ENSMUSG00000094787	367.23	1120.13	518.86	32.94	4.83	382.15	4.66	124.47	22.27
ENSMUSG00000067161	53.65	54.41	33.21	36.86	32.83	68.73	32.61	20.34	22.27
ENSMUSG00000106925	5.55	8.55	1.38	7.84	1.93	2.27	0	0.81	0
ENSMUSG00000106926	31.45	27.98	19.37	25.88	36.69	63.44	58.71	27.66	22.27
ENSMUSG00000106927	0	1.55	6.23	3.14	0	0	1.86	8.95	1.78
ENSMUSG00000106928	9.25	42.75	32.52	15.68	12.55	3.78	0	28.47	0.89
ENSMUSG00000075553	5.55	36.53	9.69	4.71	0	2.27	0	3.25	0.89
ENSMUSG00000032554	258.08	212.21	158.43	145.08	162.21	166.91	19.57	39.86	32.96
ENSMUSG00000115057	0	0.78	0	1.57	2.9	0	2.8	0	0.89
ENSMUSG00000031428	135.05	97.94	17.3	405.44	253.93	240.92	155.62	155.38	170.13
ENSMUSG00000031429	906.51	820.08	879.3	1253.19	1251.31	1730.99	3930.46	1966.28	2073.57
ENSMUSG00000041341	790.89	516.92	554.15	465.83	355.31	260.55	159.34	474.28	508.59
ENSMUSG00000041346	314.5	374.67	416.48	345.06	253.93	342.87	180.78	372.59	281.46
ENSMUSG00000041347	0	1.55	0	54.9	57.93	50.6	43.8	55.32	41.86
ENSMUSG00000031422	3064.57	2288.46	2707.78	3369.03	2709.24	4240.61	1498.38	2347.82	2403.13
ENSMUSG00000031425	45.33	44.31	47.74	44.7	3.86	2.27	0	25.22	36.52
ENSMUSG00000000325	73.08	122.04	87.17	103.52	116.83	49.85	53.11	82.98	121.14
ENSMUSG00000108197	0	0	2.08	0	0	2.27	7.45	1.63	0
ENSMUSG00000108196	12.95	5.44	5.53	7.84	0.97	6.8	0	10.58	20.49
ENSMUSG00000108199	4.63	13.21	8.3	7.06	0.97	9.06	4.66	12.2	7.13
ENSMUSG00000110706	3.7	8.55	1.38	6.27	2.9	8.31	0	4.07	1.78
ENSMUSG00000064999	1.85	0.78	1.38	5.49	5.79	4.53	8.39	6.51	8.91
ENSMUSG00000110702	1.85	0	5.53	2.35	3.86	0	13.05	0	0.89
ENSMUSG00000110701	0	5.44	0.69	6.27	0	0	18.64	30.1	43.64
ENSMUSG00000062075	970.34	785.1	852.32	545.82	541.66	323.24	126.73	510.89	500.58
ENSMUSG00000062073	0.93	0	0	0.78	7.72	11.33	0	0	0
ENSMUSG00000062070	1501.3	1827.5	1511.62	1614.72	1378.76	1752.13	3595	1080.36	1180.19
ENSMUSG00000094852	0.93	0	0	0.78	0	5.29	3.73	7.32	0
ENSMUSG00000056569	0	7	1.38	0	13.52	6.8	13.98	1.63	0
ENSMUSG00000115368	1.85	2.33	4.84	2.35	4.83	6.04	4.66	1.63	4.45
ENSMUSG00000091825	14.8	13.99	22.14	10.98	13.52	11.33	13.98	9.76	7.13
ENSMUSG00000029009	2043.35	1626.95	2042.94	1213.98	1626.9	750.7	961.65	1600.2	2199.16
ENSMUSG00000029007	456.96	511.48	489.81	525.43	451.86	496.19	1867.39	833.86	883.58
ENSMUSG00000037022	86.95	134.48	128.68	171.75	153.52	212.97	233.89	243.24	204.86
ENSMUSG00000029005	0	6.22	0	9.41	0.97	1.51	6.52	8.95	0.89
ENSMUSG00000029004	2853.67	3068.12	3566.33	5386.84	6474.76	5091.75	4708.54	5360.29	6422.9
ENSMUSG00000029003	415.33	638.97	482.89	470.54	580.28	899.48	1010.1	374.22	343.81
ENSMUSG00000022054	0	0	0	10.98	0	0	2.8	8.14	0
ENSMUSG00000029001	24.98	21.77	20.75	204.68	104.28	101.96	388.57	182.23	66.8
ENSMUSG00000037020	279.35	268.18	386.03	363.1	149.66	84.59	83.86	213.14	243.16
ENSMUSG00000105474	1.85	0	1.38	0	1.93	6.04	0.93	1.63	0
ENSMUSG00000105472	12.03	0	16.6	22.74	64.69	4.53	13.98	26.03	42.75
ENSMUSG00000105471	2.78	0.78	2.77	1.57	0.97	5.29	4.66	0.81	0
ENSMUSG00000038264	1649.3	879.16	675.91	548.17	1388.41	920.62	468.71	1162.52	1895.43
ENSMUSG00000038267	45.33	100.28	136.98	701.88	452.83	438.03	2844.88	3148.33	2764.76
ENSMUSG00000038260	74.93	84.73	78.87	132.53	93.66	50.6	171.46	99.25	181.7
ENSMUSG00000092444	4.63	0	4.15	6.27	0	0	0	9.76	7.13
ENSMUSG00000038268	138.75	188.11	132.83	122.34	168	163.13	82	93.55	100.65
ENSMUSG00000020561	1284.84	984.1	1139.43	785.01	728	925.16	572.14	499.5	505.03
ENSMUSG00000028758	678.03	771.11	524.4	28.23	0	37.76	19.57	20.34	55.22
ENSMUSG00000028759	3055.32	3234.47	3491.61	3528.23	2848.28	2008.15	6477.16	5014.54	4152.49
ENSMUSG00000020564	1263.57	1427.18	1881.75	1941.74	2461.1	1464.39	2388.28	3760.91	4765.29
ENSMUSG00000025586	8.33	0.78	1.38	0	2.9	0.76	3.73	4.88	3.56
ENSMUSG00000028755	0	4.66	0	0	0	4.53	0	0	0
ENSMUSG00000028756	1294.09	1339.34	1302	2265.63	1993.79	1289.93	2573.72	2128.17	1610.4
ENSMUSG00000028757	9607.19	11448.51	9172.83	10220.02	7603.45	11073.17	6773.48	4253.09	4474.03
ENSMUSG00000025580	5138.45	5358.91	4788.08	4479.49	4576.55	4910.5	3861.51	3363.91	3152.22
ENSMUSG00000090192	0	0	0	2.35	31.86	30.96	0	1.63	4.45
ENSMUSG00000022587	22751.63	27945.79	26275.28	15431.98	18285.94	31511.93	5782.01	5539.27	5388.79
ENSMUSG00000090194	8.33	10.88	25.6	3.14	5.79	5.29	0.93	8.95	7.13
ENSMUSG00000090197	0.93	0.78	2.08	1.57	0.97	1.51	4.66	0	0
ENSMUSG00000022584	295.08	209.88	221.38	338	367.86	836.79	460.32	221.28	165.67
ENSMUSG00000020695	46.25	54.41	56.04	306.63	350.48	232.61	723.1	1240.62	1448.29
ENSMUSG00000020694	779.79	631.97	522.32	543.47	638.21	512.05	733.35	575.16	855.97
ENSMUSG00000020697	905.59	573.67	635.78	506.61	261.66	148.02	292.59	481.6	619.93
ENSMUSG00000020696	433.83	310.93	235.22	349.76	299.31	284.72	204.07	342.49	355.39
ENSMUSG00000020691	571.66	475.73	556.22	603.85	539.72	568.69	424.91	331.92	448.92
ENSMUSG00000020692	418.11	474.95	434.46	157.63	121.66	111.02	195.68	116.33	94.42
ENSMUSG00000020698	4.63	15.55	15.22	22.74	16.41	30.21	25.16	13.83	32.96
ENSMUSG00000037966	3165.4	1915.34	1447.29	4773.58	7603.45	5807.71	9072.31	3749.52	4071.43
ENSMUSG00000037965	4849.84	4578.47	5784.3	3509.41	2071.04	2312.51	2783.38	5576.69	5960.62
ENSMUSG00000043953	23739.54	27466.18	24446.11	11546.93	15608.56	7307.6	7752.83	11810.7	13935.14
ENSMUSG00000092841	4.63	4.66	0	0.78	0	0	0	0	0
ENSMUSG00000038880	58.28	73.07	83.02	114.5	146.76	149.54	205	104.13	54.33
ENSMUSG00000038884	491.18	621.09	367.36	178.02	101.38	123.1	91.32	213.14	203.08
ENSMUSG00000038886	1201.59	964.67	882.76	886.17	843.86	532.44	153.75	377.47	222.68
ENSMUSG00000087014	0	1.55	0	0	0	0	0	0	0
ENSMUSG00000087017	3.7	3.89	6.23	1.57	12.55	31.72	26.09	25.22	33.85
ENSMUSG00000025050	390.36	229.31	206.85	258.01	169.93	299.83	250.66	251.38	241.38
ENSMUSG00000025058	641.03	699.6	966.47	751.29	754.07	675.17	106.23	296.94	230.69
ENSMUSG00000025059	367.23	252.63	350.75	337.22	333.1	222.79	50.32	268.46	382.11
ENSMUSG00000032308	380.18	359.13	384.65	603.07	591.86	259.8	797.65	1838.56	2126.12
ENSMUSG00000032309	555.93	502.93	644.08	554.45	525.24	399.52	489.21	423.84	341.14
ENSMUSG00000114707	0	1.55	0.69	0	24.14	0	0	0.81	1.78
ENSMUSG00000114705	0	0	0	0	0	0	0	0	0
ENSMUSG00000032300	579.06	483.5	638.55	1878.22	1584.41	2048.94	411.87	496.25	569.16
ENSMUSG00000039130	1010.11	988.76	877.92	714.43	700	542.25	685.83	488.93	413.29
ENSMUSG00000039131	12.95	7	27.67	0	1.93	6.04	11.18	0.81	0
ENSMUSG00000039137	33.3	30.32	22.14	202.33	242.34	128.39	170.53	195.25	121.14
ENSMUSG00000032306	333.93	462.51	355.59	952.05	1014.76	721.24	2345.42	2856.27	3128.17
ENSMUSG00000032307	1065.62	879.16	1057.1	948.91	933.66	531.68	704.46	954.26	809.65
ENSMUSG00000116704	0	2.33	0.69	0.78	1.93	5.29	4.66	0.81	0.89
ENSMUSG00000116702	2.78	7	6.23	3.14	3.86	0	28.89	17.08	0
ENSMUSG00000101122	197.95	237.86	223.46	304.28	449.93	301.34	163.07	212.33	263.65
ENSMUSG00000019916	1003.64	876.05	817.04	569.35	503.03	531.68	774.35	702.88	701.88
ENSMUSG00000021779	0.93	19.43	0	17.25	0.97	0.76	5.59	0.81	10.69
ENSMUSG00000021771	4790.64	4895.62	4794.31	3630.18	4151.73	4418.09	8188	3935.82	3829.16
ENSMUSG00000021770	1141.47	790.54	707.04	651.69	689.38	664.6	544.19	621.53	602.12
ENSMUSG00000021773	15.73	32.65	29.75	29.8	41.52	30.96	50.32	24.41	33.85
ENSMUSG00000021772	164.65	200.55	133.52	184.29	308	385.92	223.64	173.28	179.03
ENSMUSG00000021775	630.86	336.58	525.09	516.8	269.38	317.95	63.36	648.38	779.37
ENSMUSG00000021774	575.36	673.95	622.64	487.79	425.79	552.83	369.94	361.2	240.49
ENSMUSG00000092457	0	2.33	2.08	2.35	0	1.51	6.52	20.34	15.14
ENSMUSG00000049036	4.63	0	1.38	21.96	29.93	9.82	128.59	10.58	37.41
ENSMUSG00000049037	177.6	130.59	258.05	276.83	549.38	518.09	0.93	19.52	11.58
ENSMUSG00000049038	0	8.55	23.52	17.25	36.69	47.58	39.14	14.64	10.69
ENSMUSG00000086763	43.48	57.52	80.94	30.58	108.14	47.58	2.8	3.25	2.67
ENSMUSG00000086765	0	6.22	2.77	0	0	0	0	0	0
ENSMUSG00000086767	1.85	0	3.46	0.78	0	1.51	19.57	4.07	8.02
ENSMUSG00000110282	1.85	1.55	0	3.14	1.93	4.53	0	0.81	0
ENSMUSG00000110287	0	0	0.69	1.57	1.93	0	0	1.63	4.45
ENSMUSG00000053007	173.9	172.57	112.77	33.72	130.34	61.93	11.18	154.57	197.74
ENSMUSG00000053004	430.13	535.58	570.75	88.62	267.45	14.35	1.86	143.18	91.74
ENSMUSG00000110289	13.88	18.66	12.45	12.55	1.93	6.04	73.61	13.02	40.08
ENSMUSG00000090588	6.48	1.55	2.77	2.35	7.72	0	0	3.25	19.6
ENSMUSG00000032878	0	1.55	0	1.57	16.41	0.76	0	0	0
ENSMUSG00000032875	18.5	68.41	6.23	43.13	3.86	42.29	10.25	23.59	23.16
ENSMUSG00000032872	4218.06	3240.69	3779.41	3137.69	2754.62	2518.69	2322.12	3545.33	3627.86
ENSMUSG00000032870	2053.53	2057.59	2236.65	2100.94	2033.38	1822.37	3643.46	2217.66	1913.24
ENSMUSG00000064128	213.68	235.53	318.24	141.16	168	140.47	213.39	376.66	305.51
ENSMUSG00000020361	7335.36	5281.18	6460.21	4209.72	2767.17	2619.89	3076.91	3797.52	3707.13
ENSMUSG00000048164	27.75	35.76	30.44	43.92	48.28	66.46	81.07	26.03	18.7
ENSMUSG00000036377	0	0.78	0.69	11.76	0.97	2.27	0.93	4.88	27.61
ENSMUSG00000070385	5.55	0	0.69	3.14	5.79	27.19	69.89	23.59	6.23
ENSMUSG00000036371	4936.8	5690.83	5126.38	4885.72	5662.76	6046.36	6971.03	4164.41	3461.3
ENSMUSG00000036372	940.74	1185.43	1069.55	1612.37	1847.04	3551.84	1623.25	799.69	731.27
ENSMUSG00000075359	3.7	0.78	0.69	3.92	0	0.76	0	2.44	4.45
ENSMUSG00000022878	0.93	0	0	7.84	11.59	21.9	69.89	18.71	8.91
ENSMUSG00000022871	0	0	0	0	0	39.27	0	0	0
ENSMUSG00000076710	0	140.7	136.29	1.57	1.93	4.53	0	1.63	0
ENSMUSG00000022877	0	0	0	0	0	68.73	0	0	0
ENSMUSG00000022876	8227.99	6460.39	7695.79	12461.34	17574.35	14663.53	21800.19	36403.44	42631.11
ENSMUSG00000022875	0	0	0	0.78	0	172.19	0	0	2.67
ENSMUSG00000097100	0.93	6.22	3.46	0.78	1.93	0	0	11.39	2.67
ENSMUSG00000070448	0	0	0	0	0	0	0	0	1.78
ENSMUSG00000061062	67.53	84.73	68.49	73.72	86.9	71.75	123	75.66	80.16
ENSMUSG00000027346	5920.09	3712.53	4276.13	5754.64	4976.28	6028.99	5063.57	8810.43	10309.96
ENSMUSG00000027347	172.98	67.63	112.07	1118.31	929.79	556.6	278.62	1373.22	1372.58
ENSMUSG00000027344	31.45	33.43	22.14	10.98	0	0	19.57	8.95	10.69
ENSMUSG00000027342	3355.02	3745.95	3472.93	3767.42	3843.73	5579.63	2289.51	2319.35	2379.08
ENSMUSG00000027340	1230.27	953.78	1067.48	849.32	1162.48	798.28	368.07	1169.03	1124.07
ENSMUSG00000027341	549.46	570.56	628.86	479.16	661.38	505.25	833.06	535.3	545.11
ENSMUSG00000048349	0.93	1.55	2.08	0.78	0.97	1.51	1.86	9.76	11.58
ENSMUSG00000027349	45.33	57.52	75.41	139.59	182.48	308.89	166.8	142.37	95.31
ENSMUSG00000030431	319.13	515.37	458.68	211.74	339.86	425.19	89.46	69.96	70.37
ENSMUSG00000030432	1458.75	1924.67	1643.07	1341.03	2006.35	2969.56	2416.24	1047	854.19
ENSMUSG00000030433	0	3.11	0	0	3.86	0.76	0	0.81	0
ENSMUSG00000037426	615.13	485.83	657.23	622.67	432.55	299.83	548.85	894.87	611.92
ENSMUSG00000030435	2759.31	3166.84	2673.19	1700.98	1680.97	1389.62	1436.88	1444	1131.2
ENSMUSG00000037428	0	7.77	0.69	4.71	0	16.62	16.77	9.76	24.05
ENSMUSG00000109336	2895.29	2158.65	2519.6	1796.66	1619.17	1149.46	2575.58	2566.66	2121.67
ENSMUSG00000027962	44.4	43.53	104.46	1490.81	1657.79	904.76	1246.79	1250.38	1547.16
ENSMUSG00000027963	248.83	142.25	354.21	148.22	20.28	262.82	103.43	366.08	464.06
ENSMUSG00000027961	12.03	9.33	12.45	10.98	0	6.8	3.73	8.95	12.47
ENSMUSG00000027966	24.05	12.44	12.45	14.12	33.79	45.31	18.64	17.9	53.44
ENSMUSG00000027967	0	0	0	0	0	0	0	11.39	7.13
ENSMUSG00000027968	999.01	953.78	1091.69	1130.07	1177.93	1488.56	897.35	731.36	621.71
ENSMUSG00000051124	37.93	50.53	46.35	532.49	437.38	711.43	647.62	272.53	289.48
ENSMUSG00000031740	151.7	228.53	143.9	89.4	89.79	120.84	41.93	65.9	139.84
ENSMUSG00000031749	1378.27	1344.78	1448.67	837.55	739.59	342.12	702.6	872.09	795.4
ENSMUSG00000031748	3.7	1.55	0	3.14	0.97	0	0.93	0	0.89
ENSMUSG00000006784	0.93	8.55	0.69	10.98	17.38	16.62	37.27	10.58	26.72
ENSMUSG00000006782	2464.24	3157.51	2893.88	3990.92	2773.93	3182.54	1283.13	1816.59	1327.16
ENSMUSG00000023043	160.03	116.6	139.75	52.54	10.62	120.84	32.61	10.58	0
ENSMUSG00000023045	129.5	178.01	123.84	123.91	48.28	22.66	45.66	103.32	18.7
ENSMUSG00000023044	462.51	477.28	426.85	278.4	373.66	282.46	88.52	326.22	270.78
ENSMUSG00000023046	15.73	17.1	14.53	3.14	2.9	12.08	2.8	0.81	8.91
ENSMUSG00000023048	2988.72	3543.85	3575.32	6854.13	6628.28	10481.07	19358.79	8298.73	7823.99
ENSMUSG00000104467	0.93	0	6.92	8.63	0	13.59	0	8.95	15.14
ENSMUSG00000104469	12.95	4.66	9.69	6.27	0	4.53	12.11	4.07	4.45
ENSMUSG00000073678	92.5	17.1	24.21	160.77	85.93	150.29	26.09	61.01	95.31
ENSMUSG00000073676	1687.22	1525.9	1052.26	4076.4	2016.97	2817	3190.59	1054.32	1028.77
ENSMUSG00000009633	23.13	24.87	7.61	112.93	276.14	67.22	116.48	21.15	26.72
ENSMUSG00000009630	1186.79	1272.49	1156.03	1003.81	1271.59	1535.38	1370.72	1156.01	1283.51
ENSMUSG00000003234	1151.64	1323.02	1215.53	1503.36	924.97	712.18	1813.34	1046.19	970.87
ENSMUSG00000034271	6450.12	4371.7	3241.86	2219.36	5243.73	3318.48	2715.36	4337.69	5422.64
ENSMUSG00000067931	68.45	65.3	62.26	83.91	33.79	110.26	108.09	131.79	244.94
ENSMUSG00000009185	1.85	5.44	4.84	5.49	2.9	0	0	1.63	0
ENSMUSG00000089337	5.55	1.55	10.38	0	8.69	0	0	0	0.89
ENSMUSG00000045934	8.33	17.1	0.69	12.55	1.93	6.8	5.59	4.88	19.6
ENSMUSG00000045930	1.85	15.55	12.45	0	0	0	0.93	0	0
ENSMUSG00000045932	729.84	550.35	873.08	247.82	61.79	78.54	93.18	173.28	73.04
ENSMUSG00000043311	23.13	20.99	2.77	5.49	22.21	14.35	27.02	17.08	18.7
ENSMUSG00000083075	3.7	0	3.46	1.57	23.17	0	4.66	28.47	5.34
ENSMUSG00000083072	2.78	3.11	2.08	3.92	2.9	6.04	4.66	0.81	2.67
ENSMUSG00000048284	0	1.55	0	3.14	0	17.37	0	0.81	1.78
ENSMUSG00000035112	17.58	2.33	0.69	37.64	67.59	19.64	54.05	55.32	42.75
ENSMUSG00000075534	11.1	0	0	0	0	5.29	0	4.07	0
ENSMUSG00000048280	205.35	159.35	135.6	130.18	113.93	122.35	71.75	192.8	180.81
ENSMUSG00000048281	7.4	0	0	6.27	21.24	0	0.93	17.08	16.92
ENSMUSG00000004929	639.18	677.05	498.11	366.23	284.83	198.63	276.75	158.64	158.55
ENSMUSG00000010406	651.21	747.01	666.91	533.27	884.41	1036.93	394.16	251.38	205.75
ENSMUSG00000085246	0	0	0	3.92	0.97	0	4.66	3.25	0
ENSMUSG00000045205	187.78	206.77	159.12	202.33	181.52	169.93	133.25	187.11	220.9
