ID	LP_r1	LP_r2	LP_r3	ML_r1	ML_r2	ML_r3	MLN_r1	MLN_r2	MLN_r3
ENSMUSG00000114992	0.93	0	2.08	0.78	0	1.51	15.84	21.15	1.78
ENSMUSG00000114993	0	1.55	2.77	1.57	0.97	0.76	0.93	1.63	0.89
ENSMUSG00000032179	11.1	4.66	6.92	0	0	0	0.93	0.81	0
ENSMUSG00000032177	260.85	307.05	340.37	410.15	623.72	185.79	423.98	424.66	358.07
ENSMUSG00000032175	6203.14	5003.67	4983.86	5176.67	4227.04	2013.44	9745.09	17322.31	18486.66
ENSMUSG00000032174	7.4	0	3.46	36.86	42.48	63.44	138.84	287.99	274.34
ENSMUSG00000032172	12.95	4.66	1.38	14.12	3.86	27.19	17.7	13.02	33.85
ENSMUSG00000032171	1583.62	1772.31	1634.08	2264.84	2759.45	3237.67	3173.82	1636.8	1221.16
ENSMUSG00000114999	21.28	21.77	15.91	18.04	12.55	9.82	16.77	10.58	16.92
ENSMUSG00000116598	1.85	3.11	0	2.35	0	10.57	0.93	0	0.89
ENSMUSG00000060572	17.58	21.77	9.69	2.35	1.93	3.78	2.8	1.63	6.23
ENSMUSG00000116590	0	0	6.92	0.78	19.31	1.51	0	4.07	16.03
ENSMUSG00000060579	10.18	9.33	15.22	7.06	0	43.8	41.93	6.51	17.81
ENSMUSG00000033029	0.93	1.55	4.15	1.57	0	1.51	14.91	8.95	5.34
ENSMUSG00000116596	0	2.33	0	2.35	0.97	0	9.32	0	0
ENSMUSG00000068762	0.93	0	0.69	3.92	2.9	1.51	10.25	31.73	32.07
ENSMUSG00000035509	6.48	12.44	0	7.06	0	6.8	0.93	7.32	0
ENSMUSG00000103041	103.6	108.05	172.26	69.01	34.76	21.9	123	153.76	81.05
ENSMUSG00000103046	38.85	66.07	90.63	20.39	5.79	3.78	0.93	22.78	2.67
ENSMUSG00000103047	0	0	0	0	0	4.53	13.05	17.9	0
ENSMUSG00000103049	0	0	0	0.78	10.62	32.47	0	0	0
ENSMUSG00000097413	11.1	6.22	5.53	0.78	2.9	0	0.93	19.52	7.13
ENSMUSG00000063145	169.28	93.28	94.09	117.63	161.24	101.96	4.66	75.66	128.26
ENSMUSG00000021520	1229.34	1362.66	1300.62	1906.45	2601.1	4072.95	3090.88	1399.26	1310.23
ENSMUSG00000086134	0	1.55	2.77	0	12.55	0	0	0	0
ENSMUSG00000036216	8.33	0	0	3.92	0	5.29	3.73	7.32	12.47
ENSMUSG00000036214	24.98	45.86	42.89	43.92	39.59	101.2	64.3	5.69	28.5
ENSMUSG00000067571	1.85	5.44	2.08	0	0	0	0	0	0
ENSMUSG00000076674	369.08	363.01	367.36	90.97	103.31	61.17	0.93	116.33	1.78
ENSMUSG00000076676	3.7	5.44	4.15	19.61	7.72	46.07	0	2.44	2.67
ENSMUSG00000076677	147.08	603.99	246.29	1316.71	488.55	635.15	36.34	13.02	19.6
ENSMUSG00000076670	1853.73	0.78	116.92	13.33	14.48	0.76	0	4.88	0
ENSMUSG00000076671	20.35	100.28	96.16	12.55	114.9	222.04	177.98	3.25	1.78
ENSMUSG00000076672	4807.29	2433.82	5246.75	915.98	888.28	2934.82	27.02	331.92	317.98
ENSMUSG00000027203	875.06	1341.67	1069.55	1154.38	936.55	2082.92	1992.25	653.26	618.15
ENSMUSG00000027202	0	0	0	0	0	0	0	0.81	0
ENSMUSG00000027201	370.93	244.86	276.73	300.36	155.45	274.9	123	317.27	321.55
ENSMUSG00000027200	159.1	143.03	255.97	1074.39	1501.38	799.03	3042.43	6118.49	8308.53
ENSMUSG00000027207	865.81	808.42	942.95	807.75	812.97	694.06	847.97	808.64	575.4
ENSMUSG00000027206	1536.45	1148.12	1284.02	1061.06	975.17	1149.46	1681.02	1156.01	1521.33
ENSMUSG00000027204	193.33	128.26	215.85	36.07	99.45	165.4	59.64	74.84	217.33
ENSMUSG00000027208	7.4	19.43	6.92	8.63	10.62	15.1	8.39	13.83	25.83
ENSMUSG00000063142	13.88	12.44	0	0	0	0.76	0	8.95	0.89
ENSMUSG00000021367	20.35	31.87	6.92	17.25	1.93	82.32	0	12.2	3.56
ENSMUSG00000104094	0	0.78	0	0.78	0	0	11.18	5.69	14.25
ENSMUSG00000104093	0	0.78	0	0	0	0	0.93	8.14	0
ENSMUSG00000031883	52.73	72.29	73.33	68.23	139.03	135.19	56.84	151.31	108.67
ENSMUSG00000031880	2491.06	2145.43	2043.63	18655.15	23911.04	14746.6	21953.01	16281.81	16842.42
ENSMUSG00000031886	0.93	10.88	58.11	0	0	6.04	0	0	0
ENSMUSG00000031887	848.24	1005.09	1043.26	884.61	1105.52	1149.46	2025.8	1116.15	1092.01
ENSMUSG00000031885	5052.42	4484.42	5104.24	2100.94	1373.93	1881.28	781.81	1371.6	1692.35
ENSMUSG00000006442	1004.56	1529.79	1271.56	1439.05	1088.14	2051.2	817.22	719.15	314.42
ENSMUSG00000031889	209.05	388.66	251.13	514.45	397.79	268.86	375.53	484.05	461.39
ENSMUSG00000006445	560.56	220.76	288.49	146.65	167.03	98.94	1.86	11.39	66.8
ENSMUSG00000071662	945.36	1310.58	1279.17	2032.71	2480.41	2619.89	15751.67	2988.88	3052.46
ENSMUSG00000071660	915.76	990.32	985.84	1029.69	880.55	661.58	1693.14	1862.96	2407.59
ENSMUSG00000071661	0	22.54	17.3	52.54	83.03	22.66	397.89	148.06	109.56
ENSMUSG00000071669	168.35	225.43	276.73	415.64	449.93	240.16	274.89	239.99	334.91
ENSMUSG00000112762	0.93	0	2.77	5.49	2.9	5.29	32.61	21.97	40.97
ENSMUSG00000104324	0	0	0	2.35	0	0	4.66	10.58	16.03
ENSMUSG00000104325	9.25	0	2.77	0.78	1.93	5.29	0	13.02	3.56
ENSMUSG00000073755	51.8	35.76	16.6	18.82	3.86	22.66	67.09	18.71	23.16
ENSMUSG00000074529	1.85	10.88	9.69	2.35	3.86	12.84	7.45	8.95	8.91
ENSMUSG00000073753	1.85	0	9.69	0.78	8.69	21.15	5.59	0.81	8.02
ENSMUSG00000074521	5.55	1.55	2.08	2.35	4.83	0	0	2.44	0.89
ENSMUSG00000073758	182.23	148.47	165.34	150.57	209.52	185.79	303.78	401.07	430.21
ENSMUSG00000015468	193.33	210.66	302.32	60.39	22.21	40.78	52.18	35.79	53.44
ENSMUSG00000089214	4.63	4.66	1.38	4.71	13.52	19.64	0	13.83	12.47
ENSMUSG00000034108	336.7	420.54	385.34	552.09	733.79	882.86	632.71	408.39	323.33
ENSMUSG00000034109	1102.62	708.15	965.09	256.44	148.69	296.81	113.68	287.17	377.66
ENSMUSG00000034105	164.65	142.25	224.15	104.3	85.93	40.78	181.71	191.99	135.39
ENSMUSG00000034107	21.28	0	0	0	0.97	0	5.59	0	0.89
ENSMUSG00000034101	49.95	44.31	42.89	8.63	9.66	11.33	56.84	17.08	27.61
ENSMUSG00000005936	3086.77	3155.96	3093.12	2587.94	2156	1499.88	1751.84	1931.3	1981.83
ENSMUSG00000029319	2344.91	2491.34	2177.15	1132.42	1232	1405.48	601.96	492.18	571.84
ENSMUSG00000043079	45.33	119.71	58.11	48.62	67.59	68.73	53.11	52.07	75.71
ENSMUSG00000029313	3644.55	3071.23	3758.65	1371.61	1861.52	1072.43	969.1	2561.78	3031.08
ENSMUSG00000029312	208.13	175.68	157.73	592.09	491.45	255.27	1542.18	1427.73	1554.29
ENSMUSG00000029311	215.53	368.45	324.46	170.96	373.66	297.56	297.25	274.97	268.1
ENSMUSG00000029310	1757.53	1625.4	1636.15	2461.68	3425.66	2842.68	12367.26	4609.41	4874.85
ENSMUSG00000029314	5.55	7.77	1.38	66.66	33.79	2.27	12.11	33.35	40.97
ENSMUSG00000049709	35.15	20.21	12.45	174.88	79.17	124.61	0	39.86	26.72
ENSMUSG00000024114	0	0	0	0	0	0	0	0	0
ENSMUSG00000043421	9232.56	6727.01	5923.35	2780.86	3915.17	3121.36	628.99	1468.41	1236.3
ENSMUSG00000083355	0	1.55	0	9.41	14.48	0.76	0	0	0
ENSMUSG00000046410	1654.85	1541.45	1546.22	1510.42	1276.41	749.94	2532.72	4916.92	5237.37
ENSMUSG00000051977	126.73	103.38	99.62	108.22	184.41	74.01	57.77	135.04	107.78
ENSMUSG00000008318	2058.15	2564.41	2504.38	2271.12	1466.62	859.45	1960.57	2179.42	1951.54
ENSMUSG00000022246	25.9	49.75	28.36	174.88	138.07	128.39	33.55	74.84	144.29
ENSMUSG00000022247	1615.07	1622.29	1641.69	1780.19	1627.86	2446.19	1011.97	788.3	749.98
ENSMUSG00000071573	89.73	88.62	87.17	159.98	305.1	167.66	202.21	218.02	182.6
ENSMUSG00000024401	954.61	1061.06	1683.89	1771.56	1746.62	1069.4	275.82	1225.98	791.84
ENSMUSG00000093668	12.03	44.31	44.97	61.95	43.45	172.19	42.86	97.62	71.26
ENSMUSG00000035765	1223.79	1183.1	1169.17	485.44	712.55	478.06	410.01	512.52	613.7
ENSMUSG00000035764	717.81	551.13	721.57	728.55	516.55	271.88	855.42	1373.22	1577.45
ENSMUSG00000035762	299.7	349.8	488.42	367.02	199.86	221.28	160.27	283.92	248.51
ENSMUSG00000078521	20.35	30.32	20.75	165.47	105.24	342.87	38.21	89.49	112.23
ENSMUSG00000035769	77.7	94.06	67.11	65.87	66.62	10.57	0.93	69.15	37.41
ENSMUSG00000045140	32.38	31.09	37.36	36.07	23.17	55.89	54.05	35.79	43.64
ENSMUSG00000044811	3528.93	3127.98	2741.68	1209.28	2083.59	1434.94	77.34	117.15	114.9
ENSMUSG00000044813	687.28	872.94	733.33	685.41	747.31	432.75	1301.77	1350.45	1279.06
ENSMUSG00000044814	0	7	1.38	0	0	0	0	0.81	0
ENSMUSG00000044816	0.93	0.78	0	10.19	16.41	5.29	0.93	21.15	11.58
ENSMUSG00000001134	246.05	276.73	343.83	293.3	404.55	672.91	398.82	241.62	186.16
ENSMUSG00000001131	51.8	34.98	31.13	25.1	63.72	143.49	59.64	46.37	169.23
ENSMUSG00000001138	522.63	502.16	346.6	258.79	246.21	85.34	173.32	407.57	313.53
ENSMUSG00000087305	127.65	109.6	136.29	122.34	90.76	175.97	99.71	130.98	66.8
ENSMUSG00000087307	0	0.78	0	0	0	0	24.23	0	5.34
ENSMUSG00000087300	0	1.55	0	0	0	11.33	0	0	0
ENSMUSG00000051817	131.35	146.92	90.63	44.7	18.34	43.8	0	27.66	16.03
ENSMUSG00000051811	61.98	76.18	80.25	57.25	58.9	87.61	13.05	33.35	70.37
ENSMUSG00000039081	12.03	0.78	2.77	9.41	11.59	15.1	5.59	7.32	8.02
ENSMUSG00000058331	3.7	25.65	0.69	58.03	73.38	18.13	76.41	19.52	29.39
ENSMUSG00000039086	190.55	125.93	183.33	138.02	265.52	143.49	140.71	239.99	224.46
ENSMUSG00000079697	5.55	11.66	17.99	8.63	11.59	3.78	1.86	14.64	25.83
ENSMUSG00000032235	410.71	296.16	266.35	316.83	164.14	231.86	120.21	352.25	256.52
ENSMUSG00000052407	265.48	295.39	336.92	201.55	119.72	67.22	270.23	279.85	142.51
ENSMUSG00000032232	74.93	69.18	98.93	29.8	44.41	7.55	69.89	163.52	130.93
ENSMUSG00000032238	79.55	69.18	63.65	573.27	1467.59	608.71	683.03	1131.61	1132.09
ENSMUSG00000032239	869.51	1075.05	896.6	1101.05	1356.55	1966.62	1651.2	1044.56	1122.29
ENSMUSG00000084969	3.7	3.11	0	4.71	0	3.02	15.84	5.69	8.91
ENSMUSG00000084968	17.58	17.88	4.84	2.35	8.69	1.51	0.93	8.14	8.02
ENSMUSG00000084960	21.28	2.33	0	0	0	0	0	4.07	0
ENSMUSG00000084964	9.25	24.87	23.52	27.45	80.14	46.82	121.14	84.61	138.06
ENSMUSG00000040249	251.6	251.85	287.8	821.87	1646.21	560.38	68.02	161.89	242.27
ENSMUSG00000039089	180.38	125.15	114.84	229.78	287.72	210.71	244.14	117.96	60.57
ENSMUSG00000086839	3.7	3.11	24.91	12.55	15.45	21.9	9.32	22.78	36.52
ENSMUSG00000040242	3861.93	2948.41	3255.7	4455.97	3290.48	3342.64	4089.81	3390.76	3806.89
ENSMUSG00000015829	18.5	3.11	0	13.33	26.07	33.99	113.68	55.32	33.85
ENSMUSG00000055319	971.26	729.91	938.8	874.41	444.14	353.45	724.03	776.91	795.4
ENSMUSG00000050148	230.33	212.21	206.16	261.15	430.62	229.59	701.67	414.08	484.55
ENSMUSG00000024273	222.93	302.38	262.89	382.7	251.03	287.74	500.39	259.51	310.86
ENSMUSG00000000263	0	0	3.46	0	0	4.53	0	0	0.89
ENSMUSG00000000266	0.93	3.11	0	29.02	87.86	91.38	0.93	31.73	8.02
ENSMUSG00000050147	0	3.11	0	2.35	0	20.39	7.45	10.58	34.74
ENSMUSG00000050144	688.21	636.63	714.65	519.94	595.72	335.32	290.73	434.42	480.98
ENSMUSG00000024274	6.48	3.11	10.38	18.04	20.28	27.94	27.02	8.14	0.89
ENSMUSG00000061950	875.06	1057.17	1247.35	930.88	787.86	447.1	995.2	1366.72	1247.88
ENSMUSG00000061959	7.4	0	0	0	0	3.02	0	0	0
ENSMUSG00000061958	0.93	10.11	141.13	0	0	0	0	0	0
ENSMUSG00000056666	126.73	181.9	166.04	87.05	112	129.14	111.82	78.1	109.56
ENSMUSG00000090002	10.18	2.33	2.08	17.25	5.79	38.52	10.25	4.07	23.16
ENSMUSG00000050490	13.88	14.77	11.07	17.25	19.31	37.76	80.14	16.27	16.92
ENSMUSG00000055745	130.43	81.62	175.72	108.22	94.62	124.61	287.94	96	34.74
ENSMUSG00000050493	0	5.44	0	5.49	12.55	4.53	0	7.32	8.91
ENSMUSG00000102425	14.8	31.87	51.19	18.04	10.62	21.15	30.75	22.78	48.1
ENSMUSG00000090000	844.54	906.37	938.8	914.41	1127.72	1148.7	1307.36	1038.87	1076.87
ENSMUSG00000098749	0.93	1.55	1.38	3.14	7.72	12.84	5.59	10.58	8.91
ENSMUSG00000081463	0.93	0.78	1.38	0	0	0	0	0	0
ENSMUSG00000081461	3.7	3.11	3.46	4.71	7.72	8.31	12.11	4.07	1.78
ENSMUSG00000022698	3561.3	2311	2662.12	1902.53	1264.83	1558.04	1279.4	1307.33	1295.98
ENSMUSG00000059173	12.03	4.66	0	1.57	0.97	0	0.93	0	0
ENSMUSG00000059179	2.78	2.33	0.69	1.57	2.9	1.51	0.93	0	0
ENSMUSG00000051367	4.63	10.11	3.46	53.33	21.24	31.72	5.59	34.17	14.25
ENSMUSG00000047731	2403.18	2463.36	2737.53	1448.46	1359.45	1163.81	1190.88	1829.61	1780.53
ENSMUSG00000047730	126.73	103.38	399.18	0	0	0	1.86	0	0.89
ENSMUSG00000047735	340.4	520.81	630.25	486.22	386.21	536.21	235.75	250.56	303.73
ENSMUSG00000030557	2544.71	2127.55	3334.57	1322.99	1316.97	1148.7	2278.33	3519.29	4030.46
ENSMUSG00000030556	283.05	256.52	310.63	248.6	106.21	271.88	109.96	239.99	241.38
ENSMUSG00000077602	8.33	6.22	4.15	4.71	4.83	6.04	18.64	21.97	5.34
ENSMUSG00000030554	14.8	4.66	0	0.78	0	0	0	1.63	1.78
ENSMUSG00000071796	187.78	78.51	123.84	81.56	72.41	49.85	82	107.38	81.95
ENSMUSG00000002804	631.78	850.4	635.09	807.75	938.48	1058.08	2173.96	1138.93	1014.52
ENSMUSG00000052504	11.1	7.77	2.08	3.14	6.76	13.59	7.45	8.95	22.27
ENSMUSG00000066721	2.78	2.33	0	1.57	1.93	16.62	3.73	3.25	0
ENSMUSG00000066724	35.15	28.76	12.45	19.61	37.66	56.64	54.05	21.15	21.38
ENSMUSG00000040123	851.94	787.44	731.94	931.66	734.76	872.29	1478.82	1595.31	1744.9
ENSMUSG00000094392	97.13	116.6	99.62	115.28	116.83	198.63	123	48	39.19
ENSMUSG00000082474	0.93	0.78	0.69	21.96	35.72	30.21	28.89	13.83	11.58
ENSMUSG00000082478	6.48	2.33	6.23	3.14	4.83	11.33	2.8	4.88	4.45
ENSMUSG00000084149	0	4.66	0.69	3.92	0	1.51	0.93	4.88	8.02
ENSMUSG00000084142	0	0	0	3.14	0.97	0	3.73	0.81	8.91
ENSMUSG00000084145	138.75	89.39	67.8	56.46	53.1	40.03	39.14	69.15	100.65
ENSMUSG00000095442	74.93	85.51	1.38	127.83	0.97	30.96	0	20.34	0
ENSMUSG00000024491	915.76	896.26	988.61	766.19	590.9	790.72	839.58	742.74	639.53
ENSMUSG00000111904	2.78	3.89	2.77	9.41	4.83	9.82	13.05	4.88	4.45
ENSMUSG00000111905	0	3.89	1.38	5.49	19.31	3.78	28.89	13.02	16.03
ENSMUSG00000024498	2782.44	3131.86	3091.05	1756.66	1678.07	974.25	982.15	1635.18	1577.45
ENSMUSG00000103206	4.63	3.11	2.77	7.84	5.79	1.51	6.52	8.95	4.45
ENSMUSG00000113423	31.45	31.09	18.68	23.53	10.62	56.64	42.86	57.76	21.38
ENSMUSG00000103200	0	0	0.69	2.35	0	21.15	8.39	6.51	26.72
ENSMUSG00000050965	135.05	143.81	177.11	157.63	97.52	230.34	239.48	134.23	94.42
ENSMUSG00000050967	36.08	14.77	31.13	12.55	22.21	30.21	11.18	0.81	2.67
ENSMUSG00000093726	9.25	7	12.45	8.63	5.79	3.02	0.93	12.2	19.6
ENSMUSG00000093722	0	0	1.38	0.78	3.86	0	0	0	1.78
ENSMUSG00000093720	0	0	0	1.57	1.93	1.51	0.93	1.63	0
ENSMUSG00000108522	12.03	17.88	20.06	7.84	1.93	5.29	0	8.14	11.58
ENSMUSG00000108523	2.78	3.11	1.38	0.78	2.9	0	0	0	0
ENSMUSG00000108520	0	0	0	0	0	0	18.64	19.52	0
ENSMUSG00000108521	0	0	0	18.04	38.62	40.78	50.32	30.1	48.1
ENSMUSG00000108526	18.5	27.21	48.43	59.6	75.31	158.6	191.03	104.94	130.04
ENSMUSG00000108524	1.85	7	7.61	2.35	3.86	0	2.8	8.95	1.78
ENSMUSG00000107182	0	0	2.77	0.78	0	0	0	0	40.08
ENSMUSG00000025735	0	0	0.69	0.78	5.79	0.76	12.11	6.51	0
ENSMUSG00000067924	493.03	918.03	846.79	54.9	112.97	98.94	173.32	82.17	85.51
ENSMUSG00000067925	200.73	342.03	314.78	46.27	98.48	77.03	214.32	66.71	64.13
ENSMUSG00000106588	2.78	7.77	1.38	13.33	3.86	0	0	36.61	19.6
ENSMUSG00000002329	1022.14	1186.98	1096.53	1326.91	1223.31	1453.82	1254.24	1127.54	1084.88
ENSMUSG00000025737	637.33	680.94	839.87	938.72	607.31	398.01	986.81	789.12	994.03
ENSMUSG00000036053	675.26	805.31	595.66	369.37	695.17	811.12	2457.24	1704.33	1796.56
ENSMUSG00000053436	9455.49	10867.85	10474.14	5166.48	4417.24	2324.6	821.87	1295.13	1231.85
ENSMUSG00000091370	86.95	129.04	65.72	4.71	3.86	0	0	2.44	0.89
ENSMUSG00000039646	31.45	45.09	33.21	18.04	41.52	24.92	57.77	47.18	60.57
ENSMUSG00000055872	0	2.33	5.53	0	0	0	0	0	8.91
ENSMUSG00000080839	1.85	2.33	0	3.14	3.86	6.8	2.8	3.25	1.78
ENSMUSG00000022365	3471.57	3038.58	3359.47	4059.93	3618.76	4585.75	3044.29	2750.52	2696.18
ENSMUSG00000022200	3687.1	2963.18	3192.74	3169.05	3223.86	2965.03	2913.84	3888.63	3994.83
ENSMUSG00000107230	1.85	6.22	6.23	23.53	34.76	20.39	19.57	44.74	28.5
ENSMUSG00000033577	252.53	222.32	110	49.41	35.72	58.91	271.16	93.55	65.02
ENSMUSG00000032648	24.98	13.99	40.13	34.51	129.38	95.91	42.86	98.44	105.1
ENSMUSG00000031609	1198.82	1451.27	1142.88	991.26	752.14	969.71	659.74	422.22	366.97
ENSMUSG00000064299	1.85	0.78	1.38	0	0	0	0	0.81	0
ENSMUSG00000073399	0	0	11.76	0	0	0	10.25	0	0
ENSMUSG00000023104	3145.97	3705.53	3091.74	4128.16	3377.38	4622	3319.18	2861.97	2903.71
ENSMUSG00000018974	1306.12	1402.3	1263.26	2009.18	1524.55	938.75	2492.65	2168.03	1847.33
ENSMUSG00000115868	7.4	7	6.23	6.27	6.76	2.27	5.59	4.07	9.8
ENSMUSG00000021609	0	0	0	0.78	0	32.47	0	22.78	0
ENSMUSG00000014959	2949.87	3053.35	2810.17	4233.25	3203.59	4322.18	2610.99	3324.05	2787.92
ENSMUSG00000021608	1214.54	1245.28	1342.13	2038.2	2865.66	1332.98	2404.12	3062.09	2889.46
ENSMUSG00000038690	1442.1	1878.03	1615.4	3013.78	3345.52	6075.06	4736.5	1895.5	1902.55
ENSMUSG00000038692	12.03	10.11	6.92	9.41	7.72	28.7	19.57	16.27	5.34
ENSMUSG00000038695	869.51	939.79	812.89	1291.62	1900.14	1603.35	1994.12	1321.97	1314.69
ENSMUSG00000038696	1942.53	2001.62	1713.64	2439.72	2330.76	1415.3	4526.83	4192.89	4320.83
ENSMUSG00000038697	1489.27	1390.64	1019.05	1432	1020.55	836.04	852.63	1167.4	993.14
ENSMUSG00000001672	8.33	7	3.46	3.92	5.79	8.31	0	10.58	0
ENSMUSG00000001670	0	0	0	0	0	116.31	0	0	1.78
ENSMUSG00000053835	344.1	214.54	259.43	197.62	187.31	132.92	118.34	70.78	115.79
ENSMUSG00000001674	782.56	828.63	882.07	685.41	504	715.96	1053.9	559.7	572.73
ENSMUSG00000020941	15282.14	10657.19	10796.53	4995.51	6994.21	3398.53	7561.81	9732.97	9515.44
ENSMUSG00000020940	2.78	0.78	0	0	2.9	5.29	0	5.69	13.36
ENSMUSG00000020956	186.85	211.43	246.29	217.23	192.14	318.71	259.98	173.28	174.58
ENSMUSG00000109693	0	0	3.46	3.92	9.66	2.27	0	8.95	0
ENSMUSG00000109695	6.48	7	8.99	7.06	1.93	9.82	0.93	0.81	0
ENSMUSG00000094388	4.63	3.89	2.77	3.92	3.86	0.76	0	0.81	5.34
ENSMUSG00000101171	0.93	1.55	3.46	1.57	0	2.27	4.66	1.63	4.45
ENSMUSG00000040957	52.73	55.19	38.74	50.19	50.21	44.56	67.09	62.64	57.9
ENSMUSG00000072576	2.78	0.78	2.77	1.57	0.97	3.78	0.93	1.63	1.78
ENSMUSG00000072573	4.63	10.88	4.84	7.06	8.69	0.76	17.7	12.2	4.45
ENSMUSG00000072572	0	8.55	1.38	12.55	0	47.58	18.64	21.15	41.86
ENSMUSG00000072571	2.78	4.66	4.84	0	0	11.33	0	6.51	0
ENSMUSG00000037017	465.28	382.45	413.02	539.55	640.14	280.95	684.9	674.41	911.2
ENSMUSG00000030047	3198.7	3180.83	3403.06	2269.55	2412.83	1999.85	725.9	1055.95	1417.12
ENSMUSG00000037014	1.85	7.77	0	5.49	0	0	0.93	0	0.89
ENSMUSG00000030041	139.68	223.09	166.73	334.08	448	352.69	443.55	256.26	252.96
ENSMUSG00000037012	1881.48	1694.58	1762.06	1515.91	1275.45	671.4	1236.54	2371.41	2298.92
ENSMUSG00000037010	3.7	0	22.83	0.78	0.97	3.02	0	2.44	0
ENSMUSG00000092134	49.95	69.96	40.82	76.85	111.03	73.26	46.59	142.37	152.31
ENSMUSG00000030048	0.93	1.55	107.23	10.19	0	2.27	0	0	0
ENSMUSG00000104524	6.48	6.22	42.89	57.25	120.69	154.07	56.84	107.38	89.07
ENSMUSG00000104525	0	0	6.23	0.78	0	3.78	0	0	0
ENSMUSG00000104520	0	0	0	3.14	0	0	6.52	2.44	0
ENSMUSG00000104529	0.93	0	0	6.27	3.86	11.33	0.93	0	0
ENSMUSG00000048012	197.95	104.16	193.02	69.8	70.48	38.52	0	60.2	90.85
ENSMUSG00000111128	14.8	10.11	25.6	16.47	35.72	66.46	24.23	29.29	24.94
ENSMUSG00000025410	3107.12	3998.59	3151.24	3520.39	4765.79	2443.92	10997.47	6589.52	6577.89
ENSMUSG00000034075	2166.38	1902.9	2036.71	1301.03	1020.55	1161.54	797.65	1666.09	1727.08
ENSMUSG00000031312	0	0	0	0.78	0	30.21	0	1.63	3.56
ENSMUSG00000031310	456.96	405.77	329.31	407.8	292.55	430.48	498.53	476.72	419.52
ENSMUSG00000031311	4786.94	4523.28	4466.38	4053.66	3532.83	3228.6	4765.38	3994.39	4674.44
ENSMUSG00000031314	1198.82	624.2	919.43	512.88	379.45	255.27	452.87	621.53	912.09
ENSMUSG00000061615	5.55	12.44	4.84	4.71	5.79	9.06	0.93	9.76	0.89
ENSMUSG00000023411	4.63	18.66	4.84	3.14	4.83	14.35	3.73	4.07	16.03
ENSMUSG00000115630	0.93	2.33	0	0.78	0	2.27	7.45	0	2.67
ENSMUSG00000115633	0.93	0.78	2.08	2.35	1.93	3.02	0.93	3.25	1.78
ENSMUSG00000115637	4.63	2.33	4.15	0.78	2.9	2.27	0	0	0
ENSMUSG00000022208	0.93	10.11	0.69	16.47	28	5.29	20.5	2.44	1.78
ENSMUSG00000021302	930.56	839.52	899.36	746.58	778.21	648.74	888.03	691.49	714.35
ENSMUSG00000021303	27.75	13.21	11.07	103.52	73.38	94.4	213.39	254.63	295.72
ENSMUSG00000029151	0.93	1.55	0	25.1	35.72	0.76	0.93	15.46	8.02
ENSMUSG00000029153	14.8	16.32	40.82	6.27	2.9	31.72	4.66	17.08	3.56
ENSMUSG00000029152	3187.6	3211.93	3691.55	2931.43	3342.62	3858.47	6336.45	4035.06	4040.26
ENSMUSG00000029154	0	0	0	0	0	0	0	0	0
ENSMUSG00000029156	179.45	218.43	118.3	235.27	358.21	144.25	218.98	120.4	142.51
ENSMUSG00000105694	41.63	21.77	24.21	35.29	70.48	59.66	1.86	62.64	89.07
ENSMUSG00000105692	31.45	48.19	93.4	61.17	30.9	52.11	11.18	84.61	65.02
ENSMUSG00000105691	12.03	16.32	38.05	23.53	20.28	34.74	8.39	8.95	57.01
ENSMUSG00000105699	1.85	1.55	0	8.63	0	1.51	25.16	9.76	13.36
ENSMUSG00000111446	9.25	7.77	8.3	25.88	21.24	41.54	29.82	7.32	16.03
ENSMUSG00000025815	9.25	7.77	16.6	3.92	0	20.39	0	4.88	0
ENSMUSG00000025816	75.85	89.39	90.63	193.7	207.59	196.36	153.75	170.03	190.61
ENSMUSG00000025817	687.28	645.96	543.77	708.16	465.38	762.03	488.28	410.83	384.79
ENSMUSG00000025810	277.5	358.35	550	580.33	764.69	530.17	123.93	181.42	207.54
ENSMUSG00000025812	5.55	1.55	47.04	10.98	28.97	24.17	9.32	17.9	67.69
ENSMUSG00000025813	4.63	3.89	0.69	8.63	0	0.76	7.45	8.95	5.34
ENSMUSG00000022456	296	289.17	350.75	128.61	139.03	150.29	33.55	72.4	249.4
ENSMUSG00000022451	392.21	352.13	427.54	438.38	304.14	451.63	487.35	615.02	684.96
ENSMUSG00000022450	912.06	1100.7	855.09	973.22	1337.24	1723.43	1599.02	728.91	705.44
ENSMUSG00000022453	4038.61	4733.16	4482.29	2689.11	3266.35	2088.96	4067.44	3383.43	3346.39
ENSMUSG00000042719	866.74	839.52	1147.73	632.09	458.62	435.77	602.89	534.48	536.21
ENSMUSG00000110652	15.73	3.11	6.92	19.61	11.59	25.68	43.8	22.78	21.38
ENSMUSG00000110654	0	0.78	1.38	0.78	0	0	0	0.81	0
ENSMUSG00000110657	2.78	3.89	1.38	1.57	2.9	6.04	15.84	2.44	7.13
ENSMUSG00000110656	56.43	56.75	60.88	47.05	39.59	37.01	5.59	17.08	5.34
ENSMUSG00000042712	1600.27	1255.39	1302.7	2020.95	1994.76	2648.59	812.56	672.78	756.21
ENSMUSG00000036835	552.23	726.8	622.64	888.53	1270.62	1786.12	1525.41	789.93	650.22
ENSMUSG00000036832	26.83	10.88	7.61	413.29	646.9	215.24	79.21	446.62	394.58
